Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,>0-1,>1-2,>2-3,>3-4,>4-5,>5-6,>6-7,>7-8,>8-9,>9-10,>10-11,>11-12,>12-13,>13-14,>14-15,>15-16,>16-17,>17-18,>18-19,>19-20,>20-21,>21-22,>22-23,>23-24,>24-25,>25-26,>26-27,>27-28,>28-29,>29-30,>30-31,>31-32,>32-33,>33-34,>34-35,>35-36,>36-37,>37-38,>38-39,>39-40,>40-41,>41-42,>42-43,>43-44,>44-45,>45-46,>46-47,>47-48,>48-49,>49-50,>50-51,>51-52,>52-53,>53-54,>54-55,>55-56,>56-57,>57-58,>58-59,>59-60,>60-61,>61-62,>62-63,>63-64,>64-65,>65-66,>66-67,>67-68,>68-69,>69-70,>70-71,>71-72,>72-73,>73-74,>74-75,>75-76,>76-77,>77-78,>78-79,>79-80,>80-81,>81-82,>82-83,>83-84,>84-85,>85-86,>86-87,>87-88,>88-89,>89-90,>90-91,>91-92,>92-93,>93-94,>94-95,>95-96,>96-97,>97-98,>98-99,>99-100,>100-101,>101-102,>102-103,>103-104,104 plus,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks
Y56,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,369,351,410,380,382,345,357,306,373,249,328,243,203,254,255,215,184,134,193,178,142,148,135,106,132,126,111,129,136,102,62,59,109,94,130,88,97,99,113,70,108,76,69,88,62,75,66,59,37,49,60,65,58,50,45,46,48,48,50,52,40,31,35,27,15,15,24,16,16,17,16,12,25,13,8,10,10,11,1,1,4,2,-,3,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,464","5,338",56.40%,14.7,51.9,753,15,208
Y56,R1H,BARTS HEALTH NHS TRUST,X05,Other - Surgical Services,967,662,704,600,548,514,482,491,397,363,398,437,325,387,347,230,236,145,247,270,261,243,220,186,188,184,186,213,167,166,117,90,157,163,172,150,124,138,142,133,107,115,95,84,90,87,101,86,63,72,69,71,59,47,51,49,34,37,48,48,28,18,12,18,18,14,16,14,8,11,18,15,8,11,4,4,1,3,4,2,-,2,1,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,"13,798","8,233",59.70%,13,45.6,608,14,141
Y56,R1H,BARTS HEALTH NHS TRUST,X06,Other - Other Services,83,68,52,40,39,32,41,26,30,25,19,18,20,16,26,8,18,7,7,13,4,6,9,7,8,5,4,6,7,10,3,1,5,8,8,5,4,4,7,5,6,9,7,3,3,4,5,4,1,3,3,4,5,2,6,3,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,777,568,73.10%,8.3,41.5,21,1,4
Y56,R1H,BARTS HEALTH NHS TRUST,C_999,Total,"6,494","5,003","5,380","5,041","4,691","4,699","4,264","4,423","3,902","3,253","3,718","3,479","2,766","3,304","3,176","2,660","2,712","1,702","2,696","2,587","2,470","2,295","2,163","2,008","1,965","2,048","1,927","1,963","1,924","1,618","1,054",988,"1,691","1,607","1,506","1,452","1,438","1,362","1,343","1,153","1,184","1,098","1,122","1,011","1,014",988,935,818,586,683,690,711,629,521,449,447,335,304,278,279,236,194,185,191,145,115,139,116,72,114,102,83,93,100,51,56,39,42,26,18,14,12,5,5,6,7,11,4,1,4,-,2,-,1,-,1,1,-,-,1,2,-,-,-,-,"126,201","70,667",56.00%,14.8,45.8,"5,436",121,"1,243"
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,61,97,126,125,99,90,103,96,93,85,92,91,52,81,76,56,76,36,64,66,48,20,38,55,52,32,51,61,49,40,23,26,40,33,20,28,28,20,40,31,22,23,20,28,17,17,18,18,7,15,18,13,12,18,14,14,13,10,13,6,9,5,4,8,4,7,3,8,3,3,1,-,1,-,-,3,2,1,-,2,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,782","1,535",55.20%,15.4,47.8,166,4,36
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology Service,143,224,129,120,116,94,117,90,104,71,100,82,65,121,96,78,81,54,89,69,98,97,136,78,107,88,105,86,91,49,49,43,70,76,84,65,96,56,63,43,52,47,65,27,34,31,33,32,28,28,29,22,18,25,10,20,9,9,13,5,4,4,5,2,1,-,2,2,3,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,186","1,885",45.00%,20.5,45.1,135,-,10
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,150,130,190,215,162,158,246,153,197,149,227,191,167,208,177,155,146,98,204,148,203,142,189,162,195,164,163,127,149,143,59,98,119,182,191,112,150,138,206,111,111,127,114,104,128,130,105,69,67,98,88,86,94,81,60,58,53,53,51,54,37,38,59,38,32,27,29,26,7,20,13,17,12,11,4,12,8,7,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,607","3,119",36.20%,24.7,54.7,906,5,198
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,159,143,138,195,166,198,247,252,264,227,268,217,226,258,368,275,254,118,177,172,226,169,165,171,184,158,177,151,148,167,93,75,146,151,128,114,104,94,112,114,119,146,132,99,91,105,95,101,72,67,83,89,70,71,53,69,54,81,42,54,56,46,54,60,42,31,30,22,22,24,36,26,26,11,8,9,10,8,3,4,2,1,-,1,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,398","3,973",42.30%,21.9,56.3,"1,030",15,278
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,92,97,102,110,82,60,96,70,66,63,85,66,55,60,57,63,55,50,54,50,46,57,55,55,51,67,49,45,49,40,27,34,37,48,53,47,42,43,30,20,37,24,25,26,12,12,7,20,7,7,10,5,8,4,3,3,2,5,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,549","1,329",52.10%,16.9,40.5,29,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,246,171,139,202,201,214,334,179,237,175,271,198,195,276,167,102,322,123,158,211,185,176,170,159,145,229,196,334,161,92,47,133,126,119,122,148,190,75,106,67,94,98,104,95,99,77,77,35,49,72,67,66,77,31,33,39,47,24,36,23,39,30,29,27,29,17,24,15,10,24,18,15,25,16,9,4,13,5,6,5,1,1,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,"8,709","3,752",43.10%,21.3,51.7,675,16,211
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,3,1,4,1,1,-,-,1,2,-,2,1,2,1,-,4,3,1,2,5,2,1,1,3,3,1,1,2,3,-,-,-,1,-,-,-,-,2,-,1,-,-,-,1,1,-,1,2,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,27,42.90%,19.5,47,2,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,-,1,1,2,2,2,3,1,-,1,-,-,1,1,1,1,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,17,81.00%,6.8,25.7,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,318,307,346,372,310,271,253,320,264,196,291,240,231,260,233,244,240,145,257,250,293,269,242,192,240,222,218,215,174,171,137,97,172,185,163,173,166,179,176,164,137,165,151,104,100,85,57,88,60,66,58,56,50,56,51,31,17,26,18,11,4,11,3,4,3,3,-,-,2,-,2,-,-,1,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,619","4,841",45.60%,19.8,44.2,296,-,11
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology Service,311,285,341,421,348,380,392,352,299,259,398,469,407,313,297,307,268,173,182,191,194,246,250,189,224,266,204,212,208,185,212,117,161,207,154,147,141,159,208,206,162,169,192,132,102,96,122,145,84,89,94,58,83,90,29,24,45,42,20,23,17,7,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,118","6,020",49.70%,18.2,46.1,390,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_330,Dermatology Service,174,143,191,108,174,211,186,233,164,135,162,170,131,163,184,139,164,119,152,159,117,158,113,95,115,204,174,142,131,119,97,73,131,160,120,114,104,109,107,77,89,82,98,72,93,80,84,54,46,62,60,57,63,72,66,46,20,11,11,16,12,25,23,20,11,6,7,9,4,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,026","2,951",42.00%,21.8,49.7,427,-,31
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,109,112,113,101,142,128,138,107,114,106,135,114,91,115,124,120,118,65,109,103,97,99,81,97,98,103,80,72,64,53,57,51,73,53,67,44,49,27,25,17,19,37,18,13,13,11,11,14,20,18,17,24,23,19,7,11,13,4,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,866","2,052",53.10%,16.5,39.2,80,-,1
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,Neurology Service,46,77,83,61,60,75,70,58,74,43,85,76,60,85,81,66,73,50,72,73,73,94,107,70,80,82,63,72,79,82,34,58,58,79,74,79,54,102,63,71,87,82,63,90,90,86,61,74,70,46,57,43,20,10,5,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,730","1,223",32.80%,25.9,47.4,39,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service,43,69,53,54,40,46,36,40,37,30,37,24,13,24,12,21,12,11,28,24,16,12,13,7,5,3,5,7,3,5,-,3,1,2,2,4,3,2,2,2,1,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,756,602,79.60%,7.9,23.1,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,27,4,5,8,3,3,1,-,3,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,56,100.00%,1.3,8.2,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service,231,217,223,177,142,107,110,127,177,98,140,164,161,196,231,154,169,127,166,183,198,180,185,168,143,157,206,142,145,103,87,62,156,160,117,143,105,85,79,87,80,80,87,56,62,53,36,40,27,31,17,36,35,17,20,33,19,19,9,12,4,8,7,7,5,4,5,4,3,1,4,6,2,3,4,1,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,850","2,951",43.10%,20.6,43.8,237,1,42
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,400,444,522,499,481,541,462,455,447,313,365,418,333,368,345,261,307,153,260,313,296,311,242,232,226,234,217,209,179,148,136,104,177,154,156,162,181,136,150,116,138,126,127,107,85,96,90,69,47,33,57,27,34,29,39,24,10,23,11,14,2,9,5,1,-,1,-,2,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,662","7,114",56.20%,14.8,41.5,207,-,6
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services,-,1,-,-,-,-,2,-,-,-,-,-,-,1,1,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,75.00%,-,-,-,-,-
