Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,>0-1,>1-2,>2-3,>3-4,>4-5,>5-6,>6-7,>7-8,>8-9,>9-10,>10-11,>11-12,>12-13,>13-14,>14-15,>15-16,>16-17,>17-18,>18-19,>19-20,>20-21,>21-22,>22-23,>23-24,>24-25,>25-26,>26-27,>27-28,>28-29,>29-30,>30-31,>31-32,>32-33,>33-34,>34-35,>35-36,>36-37,>37-38,>38-39,>39-40,>40-41,>41-42,>42-43,>43-44,>44-45,>45-46,>46-47,>47-48,>48-49,>49-50,>50-51,>51-52,>52-53,>53-54,>54-55,>55-56,>56-57,>57-58,>58-59,>59-60,>60-61,>61-62,>62-63,>63-64,>64-65,>65-66,>66-67,>67-68,>68-69,>69-70,>70-71,>71-72,>72-73,>73-74,>74-75,>75-76,>76-77,>77-78,>78-79,>79-80,>80-81,>81-82,>82-83,>83-84,>84-85,>85-86,>86-87,>87-88,>88-89,>89-90,>90-91,>91-92,>92-93,>93-94,>94-95,>95-96,>96-97,>97-98,>98-99,>99-100,>100-101,>101-102,>102-103,>103-104,104 plus,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks
Y56,R1H,BARTS HEALTH NHS TRUST,C_301,Gastroenterology Service,399,309,323,259,186,291,302,346,225,259,188,222,230,236,237,269,163,82,116,184,154,113,141,144,133,123,114,142,135,136,129,144,138,123,106,85,93,131,105,107,105,90,81,88,98,60,37,51,50,29,40,30,20,21,21,17,25,14,11,12,21,9,10,7,8,7,9,15,14,1,1,1,1,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,330","4,526",54.30%,15.6,43.7,249,-,53
Y56,R1H,BARTS HEALTH NHS TRUST,C_320,Cardiology Service,602,446,370,452,276,406,405,414,448,316,277,311,326,214,276,268,179,102,197,211,222,197,170,179,206,154,133,171,167,163,145,123,125,106,83,81,71,54,72,50,69,28,32,35,31,19,32,20,16,18,16,12,6,7,6,1,4,3,1,1,1,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,529","6,088",63.90%,12.1,34.1,33,-,2
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology Service,347,272,166,209,130,167,182,178,241,165,154,166,189,155,151,116,96,49,99,107,130,107,136,126,115,107,84,82,92,98,84,125,101,90,96,85,100,81,93,90,85,69,92,68,101,48,68,68,49,62,63,42,40,39,56,15,43,36,35,13,18,15,13,20,12,1,4,4,3,-,2,-,-,2,-,-,1,4,-,2,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,557","3,133",47.80%,19.4,49.4,381,5,26
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Respiratory Medicine Service,282,233,190,187,87,191,183,149,151,131,122,169,137,167,153,228,144,61,107,176,164,121,98,125,88,103,97,67,71,61,59,61,58,44,51,24,42,51,46,24,33,30,27,41,30,35,32,19,15,31,38,22,16,13,26,15,13,22,23,25,22,25,16,10,5,5,5,2,3,3,1,1,4,5,4,1,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,325","2,965",55.70%,15.6,46,269,2,38
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology Service,91,87,72,67,55,65,73,73,68,62,46,64,71,67,68,53,54,35,48,44,42,48,39,50,44,40,40,46,50,54,38,28,49,36,40,25,20,30,30,20,29,17,33,7,16,9,15,9,14,19,9,10,8,4,9,8,6,4,3,3,2,1,4,3,2,3,2,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,285","1,171",51.20%,17.2,42.7,66,1,9
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology Service,84,92,65,85,55,69,92,53,77,52,31,20,27,25,21,19,18,10,9,9,10,14,8,8,5,4,3,7,4,2,8,4,5,4,5,4,3,5,3,8,2,1,1,-,-,1,2,1,-,1,-,-,1,-,-,1,-,-,1,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,043",895,85.80%,6.8,25.4,7,-,2
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Elderly Medicine Service,38,14,12,14,9,7,19,13,9,8,9,6,5,1,-,-,1,1,1,-,1,1,2,3,5,2,7,4,3,3,2,1,2,4,1,3,3,2,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,166,75.80%,6.8,32.2,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology Service,496,360,318,350,196,354,378,354,317,319,286,258,261,230,216,252,190,94,127,187,176,181,215,238,187,143,128,145,131,181,149,159,153,168,124,83,114,115,123,180,142,114,110,77,108,86,86,93,52,73,66,41,40,37,45,22,44,34,26,38,31,34,15,20,26,36,26,30,21,-,6,6,14,10,7,8,5,9,1,1,1,1,1,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,"10,283","5,229",50.90%,17.1,48.2,599,9,187
Y56,R1H,BARTS HEALTH NHS TRUST,X02,Other - Medical Services,"1,140",878,798,716,438,771,628,621,560,556,458,553,517,432,394,396,318,145,284,391,340,363,318,319,296,290,264,259,297,304,265,263,257,207,212,155,195,186,163,134,177,134,129,103,97,79,58,53,56,52,50,59,31,36,21,11,25,18,16,13,17,17,19,15,11,3,5,8,3,3,2,3,2,1,2,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,"17,417","10,319",59.20%,13.2,39.6,289,5,39
Y56,R1H,BARTS HEALTH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,461,378,275,316,195,308,266,273,260,229,220,245,199,198,230,178,153,76,134,160,155,178,133,139,141,160,130,162,115,131,132,107,110,115,93,62,83,87,101,74,85,74,76,85,91,85,84,85,74,77,89,57,49,54,61,49,57,39,29,46,31,27,35,22,30,23,18,24,17,7,11,10,9,13,6,8,5,4,5,3,3,-,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,"8,824","4,460",50.50%,17.4,51.9,700,16,171
Y56,R1H,BARTS HEALTH NHS TRUST,X05,Other - Surgical Services,988,648,491,511,359,468,517,452,438,388,367,383,333,291,322,261,254,106,161,222,226,221,209,193,203,233,204,192,195,198,137,165,148,165,128,99,123,129,111,87,100,123,104,83,95,115,100,82,70,88,69,72,40,51,51,30,52,55,35,32,48,28,21,22,27,21,21,18,13,11,9,10,7,12,8,10,10,8,7,4,3,1,1,3,2,1,4,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,"13,106","7,577",57.80%,13.7,47.1,679,29,187
Y56,R1H,BARTS HEALTH NHS TRUST,X06,Other - Other Services,104,54,61,57,41,33,23,15,15,18,16,5,8,12,7,12,16,1,5,10,13,7,5,8,6,12,7,5,6,14,4,4,7,10,5,8,9,4,10,13,1,9,3,6,3,9,8,4,1,1,4,2,5,2,1,2,2,5,4,5,1,-,1,6,3,-,4,3,5,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,772,498,64.50%,7.9,47.3,51,-,14
Y56,R1H,BARTS HEALTH NHS TRUST,C_999,Total,"6,833","5,195","4,353","4,496","2,805","4,359","4,239","4,085","3,870","3,510","3,089","3,375","3,289","2,943","3,019","2,892","2,347","1,170","1,922","2,498","2,365","2,283","2,215","2,276","2,073","2,060","1,834","1,895","1,905","1,913","1,705","1,737","1,742","1,617","1,436","1,086","1,366","1,351","1,278","1,185","1,213","1,011","1,039",914,966,861,836,741,609,735,745,580,440,483,498,305,455,431,327,397,395,328,280,254,247,235,199,214,163,46,77,86,77,98,73,58,57,54,29,25,25,14,15,9,12,9,8,10,5,3,4,5,2,3,5,1,-,4,1,-,1,1,-,-,-,"122,329","65,869",53.80%,15.6,47.1,"6,468",191,"1,628"
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,100,102,84,108,106,101,117,67,43,88,95,90,83,84,72,88,68,25,51,90,41,38,52,33,36,67,38,38,32,37,61,38,29,31,30,21,35,23,23,30,26,18,26,27,21,16,23,19,16,12,17,11,13,7,17,15,12,7,9,10,13,10,10,9,7,4,3,2,4,1,2,2,1,2,1,-,3,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,797","1,521",54.40%,15.7,48.1,170,5,31
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology Service,176,170,143,118,76,94,120,129,115,138,104,122,108,119,103,108,50,49,63,73,90,91,88,124,73,87,73,96,93,85,51,69,62,70,62,55,60,69,84,54,44,43,69,48,36,35,43,46,24,33,25,15,9,15,23,13,17,5,4,9,10,3,4,3,3,4,2,-,2,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,303","2,042",47.50%,19.6,45.1,128,1,10
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,136,175,168,175,85,206,176,208,164,181,193,190,186,165,162,155,144,46,115,150,222,189,143,165,163,249,141,132,192,164,219,218,166,148,119,107,159,169,159,143,144,110,112,88,80,97,76,65,66,89,58,53,49,53,46,17,37,31,36,24,21,15,29,29,20,17,19,24,16,8,7,12,11,5,3,-,3,1,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,121","2,915",35.90%,25,50,536,3,129
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,103,247,240,335,149,266,270,309,286,207,251,255,264,230,235,199,208,99,129,203,221,165,163,141,179,125,134,168,184,140,144,144,125,119,125,107,93,128,121,97,115,87,107,95,117,82,118,99,65,106,82,52,51,58,73,46,69,62,72,72,59,49,43,40,49,35,35,30,24,12,11,21,17,12,16,19,20,15,13,8,4,5,4,1,3,-,1,3,1,-,-,3,-,-,-,-,-,3,-,-,-,-,-,-,-,"9,492","4,153",43.80%,21.2,57,"1,059",49,316
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,91,100,114,95,74,75,64,64,90,65,63,90,73,62,51,71,27,27,41,47,64,60,60,57,42,38,29,44,32,36,33,18,25,36,39,22,28,36,29,23,17,28,18,20,13,10,9,9,6,14,14,9,10,9,6,1,3,3,1,-,1,2,-,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,341","1,296",55.40%,15,41.1,39,-,2
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,84,149,143,369,128,220,213,232,176,189,174,192,273,330,299,177,136,46,199,186,165,183,231,206,136,157,130,179,170,203,159,165,196,128,125,118,165,172,175,139,107,100,124,100,82,93,57,110,73,63,80,52,42,74,56,35,68,41,41,66,34,31,25,47,30,47,31,28,19,7,21,14,14,11,17,13,6,8,2,5,1,5,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,101","3,530",38.80%,23.3,54,843,17,253
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,1,1,4,2,2,2,7,-,1,3,1,3,1,1,2,4,-,-,-,1,-,-,-,-,2,-,1,-,-,-,1,-,-,3,1,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,35,74.50%,10.5,34.2,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,1,3,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,1,-,1,-,-,1,3,3,-,-,1,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,6,30.00%,29,38.4,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,400,391,332,375,216,340,365,376,349,305,273,310,302,290,284,225,198,134,172,237,206,213,219,222,226,230,196,193,204,179,137,117,131,78,112,93,89,87,73,90,90,110,86,69,73,47,36,46,36,26,42,23,28,28,25,9,24,19,7,11,17,13,8,2,6,3,1,2,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,859","5,465",55.40%,15.1,41.1,206,1,9
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology Service,342,300,341,306,148,297,358,271,262,270,239,306,325,273,267,267,243,229,152,230,229,189,174,175,217,232,245,175,216,206,168,111,120,129,163,78,101,114,95,99,123,77,66,108,65,54,68,53,32,46,48,23,14,25,24,5,7,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,504","5,044",53.10%,16.7,40.7,79,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_330,Dermatology Service,209,182,139,118,104,71,159,103,185,132,99,144,236,175,160,152,125,91,103,133,187,148,116,133,153,122,118,132,132,158,113,138,128,107,90,64,92,110,111,125,151,111,134,63,70,66,68,36,38,48,40,26,16,36,32,14,18,11,4,3,7,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,291","2,584",41.10%,21.9,44.5,143,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,133,145,147,135,88,137,149,137,130,113,127,128,133,106,114,105,72,73,93,93,84,78,77,109,58,64,64,70,80,68,45,51,44,57,47,44,46,55,56,58,58,29,31,63,35,21,19,9,12,18,10,1,2,3,1,-,1,1,2,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,932","2,172",55.20%,15.4,40.1,13,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,Neurology Service,61,87,76,97,54,77,90,69,109,109,77,84,86,71,84,114,56,28,69,87,84,81,87,67,117,72,85,87,89,76,110,112,105,74,115,75,68,90,101,153,75,39,68,68,68,53,41,22,39,23,9,5,-,-,-,-,2,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,949","1,429",36.20%,24.6,43.3,6,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service,45,69,57,54,44,67,60,41,42,49,29,16,13,14,14,23,7,2,11,15,18,22,12,21,13,15,10,12,10,6,3,2,5,1,2,-,1,4,1,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,835,646,77.40%,7.5,25.7,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,16,10,18,7,-,6,3,4,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,69,90.80%,2.7,41.9,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service,233,248,205,209,140,225,234,211,224,195,237,147,213,203,177,182,113,88,136,184,209,154,175,154,85,107,138,116,116,111,100,96,89,81,85,83,101,48,80,61,60,42,62,63,62,41,42,26,26,38,48,24,18,31,19,17,30,26,20,25,26,28,22,26,16,18,17,12,9,3,3,3,4,3,1,3,-,1,-,-,-,1,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,912","3,484",50.40%,17.7,46.9,385,4,81
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,379,445,396,375,253,409,460,393,466,395,371,372,396,369,407,356,298,170,261,292,235,284,287,299,221,234,186,234,176,222,168,161,160,143,130,93,88,132,109,119,118,137,71,79,85,88,79,73,48,57,42,33,13,27,17,11,9,4,2,4,3,-,-,2,6,-,-,-,2,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,957","6,710",56.10%,15.3,40.5,103,-,5
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,66.70%,-,-,-,-,-
