Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,>0-1,>1-2,>2-3,>3-4,>4-5,>5-6,>6-7,>7-8,>8-9,>9-10,>10-11,>11-12,>12-13,>13-14,>14-15,>15-16,>16-17,>17-18,>18-19,>19-20,>20-21,>21-22,>22-23,>23-24,>24-25,>25-26,>26-27,>27-28,>28-29,>29-30,>30-31,>31-32,>32-33,>33-34,>34-35,>35-36,>36-37,>37-38,>38-39,>39-40,>40-41,>41-42,>42-43,>43-44,>44-45,>45-46,>46-47,>47-48,>48-49,>49-50,>50-51,>51-52,>52-53,>53-54,>54-55,>55-56,>56-57,>57-58,>58-59,>59-60,>60-61,>61-62,>62-63,>63-64,>64-65,>65-66,>66-67,>67-68,>68-69,>69-70,>70-71,>71-72,>72-73,>73-74,>74-75,>75-76,>76-77,>77-78,>78-79,>79-80,>80-81,>81-82,>82-83,>83-84,>84-85,>85-86,>86-87,>87-88,>88-89,>89-90,>90-91,>91-92,>92-93,>93-94,>94-95,>95-96,>96-97,>97-98,>98-99,>99-100,>100-101,>101-102,>102-103,>103-104,104 plus,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks
Y56,R1H,BARTS HEALTH NHS TRUST,C_330,Dermatology Service,311,292,220,250,144,247,165,163,149,154,162,109,157,113,132,157,132,126,132,102,126,145,100,115,97,51,35,95,90,105,95,102,96,95,92,63,82,65,77,73,119,86,80,70,80,92,49,88,80,73,55,89,62,66,36,55,29,30,24,13,5,3,2,3,3,2,4,1,1,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,519","3,183",48.80%,18.6,49.5,342,-,11
Y56,R1H,BARTS HEALTH NHS TRUST,C_340,Respiratory Medicine Service,273,241,296,208,144,212,169,184,162,195,169,201,116,99,193,172,117,133,114,100,142,127,112,140,185,85,46,95,135,110,88,63,82,53,75,54,36,41,35,33,35,40,30,32,21,29,23,28,14,18,10,23,28,22,23,23,13,12,15,20,2,4,2,3,-,10,15,5,1,1,1,-,1,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,742","3,284",57.20%,15.1,41.3,204,1,37
Y56,R1H,BARTS HEALTH NHS TRUST,C_400,Neurology Service,86,96,61,62,40,70,72,54,57,59,80,53,63,67,82,61,47,66,56,52,68,76,64,58,53,42,20,51,30,25,25,24,31,27,29,38,28,42,30,25,19,26,31,16,15,13,17,16,14,14,12,21,2,5,1,8,3,5,6,5,3,3,2,-,1,3,1,1,2,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,337","1,176",50.30%,17.9,43.3,53,-,9
Y56,R1H,BARTS HEALTH NHS TRUST,C_410,Rheumatology Service,69,98,72,66,62,72,72,53,70,53,56,32,27,16,17,14,17,11,15,7,10,12,8,8,10,12,8,3,4,3,6,4,5,1,2,3,1,3,3,2,4,4,1,2,3,4,2,4,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,037",877,84.60%,7.1,25.6,2,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_430,Elderly Medicine Service,44,31,16,24,38,34,8,16,31,9,13,5,11,4,3,6,7,7,3,4,3,2,-,-,-,2,-,-,-,1,1,3,5,4,2,4,3,2,2,1,-,2,6,-,2,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,361,307,85.00%,5.8,33.3,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,C_502,Gynaecology Service,374,391,415,437,293,431,373,269,339,412,378,278,259,208,279,270,229,215,242,219,202,208,173,165,189,117,70,135,161,146,149,178,178,150,122,99,103,111,142,115,102,114,118,87,79,84,93,105,122,95,77,62,39,54,34,63,55,39,47,23,25,28,30,23,19,20,19,16,28,11,16,9,9,12,18,4,8,8,-,-,1,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,"11,023","5,850",53.10%,16.5,49.1,661,4,182
Y56,R1H,BARTS HEALTH NHS TRUST,X02,Other - Medical Services,"1,082","1,013",828,857,647,731,632,477,664,558,564,482,396,428,491,422,389,377,371,347,415,335,305,268,310,198,102,269,278,252,219,240,238,220,210,186,177,238,220,237,164,225,145,113,128,146,140,121,99,112,108,95,60,46,27,20,19,20,26,8,15,19,9,4,9,13,6,6,2,6,2,1,4,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,596","11,038",59.40%,13.9,42.3,327,2,45
Y56,R1H,BARTS HEALTH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,R1H,BARTS HEALTH NHS TRUST,X04,Other - Paediatric Services,478,392,369,351,365,380,347,247,261,314,276,228,190,203,207,208,188,159,145,166,160,148,139,164,130,85,61,102,126,133,114,104,108,118,112,99,119,83,92,90,99,82,87,47,61,50,74,81,54,60,46,71,53,62,50,59,41,65,56,41,26,30,26,20,32,25,23,27,29,12,16,22,21,12,13,10,9,5,3,7,3,3,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,377","5,163",55.10%,15.4,53,804,19,243
Y56,R1H,BARTS HEALTH NHS TRUST,X05,Other - Surgical Services,814,647,564,596,441,516,508,365,464,406,389,306,261,289,329,340,287,248,251,218,248,187,209,212,195,158,71,181,172,189,172,165,153,169,172,141,142,123,111,92,126,100,121,81,103,112,91,90,61,73,84,88,64,66,76,47,36,23,30,18,27,34,21,21,21,18,34,11,21,19,11,8,8,12,7,3,3,2,1,1,2,3,5,1,2,-,1,-,-,1,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,"13,292","7,770",58.50%,14.2,46.9,661,20,177
Y56,R1H,BARTS HEALTH NHS TRUST,X06,Other - Other Services,53,65,72,43,42,51,23,27,35,30,20,23,18,22,7,11,8,12,6,14,6,7,6,5,11,12,2,2,8,10,8,7,2,5,7,6,4,7,9,3,4,6,6,4,5,4,4,8,6,3,8,2,3,1,1,2,-,-,-,1,-,3,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,783,562,71.80%,8.4,42.2,14,-,2
Y56,R1H,BARTS HEALTH NHS TRUST,C_999,Total,"5,954","5,627","5,130","5,089","3,778","4,588","4,284","3,294","4,012","3,937","3,696","3,068","2,701","2,622","3,191","3,101","2,781","2,583","2,568","2,216","2,417","2,398","2,186","2,231","2,220","1,472",810,"1,881","1,870","1,828","1,663","1,703","1,684","1,575","1,552","1,367","1,397","1,339","1,322","1,259","1,281","1,304","1,147",829,938,982,906,985,814,794,691,746,517,530,439,478,330,360,359,263,231,245,218,151,177,199,202,135,186,132,100,105,93,74,83,45,53,31,6,14,23,18,18,6,8,4,6,3,5,4,1,1,2,1,1,-,3,1,-,-,-,1,-,-,-,"125,673","69,436",55.30%,15.6,46.8,"5,862",126,"1,564"
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_100,General Surgery Service,72,76,105,84,85,108,94,84,81,120,100,75,73,89,73,87,51,39,61,78,52,50,73,50,65,34,25,45,52,28,29,33,32,25,58,34,27,21,40,31,23,20,25,15,17,18,18,21,18,17,21,16,18,17,9,12,10,12,11,5,5,10,6,6,7,7,3,3,1,7,4,1,2,2,2,1,1,2,-,1,1,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,837","1,496",52.70%,16.2,48.8,169,5,41
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_101,Urology Service,122,152,160,113,104,96,122,70,107,130,91,91,62,77,85,80,117,100,125,86,102,99,106,95,81,37,45,76,69,88,89,103,88,63,63,74,58,63,71,37,45,32,37,37,44,44,41,37,34,24,27,32,14,16,17,13,17,11,13,2,3,3,5,4,2,2,-,-,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,157","1,879",45.20%,19.9,45.7,126,-,6
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,125,227,227,177,158,217,225,147,256,179,175,141,139,133,190,166,219,166,170,217,180,165,150,170,158,71,43,141,176,222,135,123,170,163,200,120,123,196,129,152,202,117,116,65,101,111,119,98,108,96,65,76,57,60,82,54,31,61,64,30,35,40,35,20,17,31,20,15,12,13,11,14,17,11,3,8,2,1,-,1,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,"8,664","3,267",37.70%,24.1,53,749,5,163
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,126,224,239,271,231,289,301,196,291,287,387,292,225,179,215,267,220,182,165,202,200,174,182,179,165,123,74,157,156,160,144,148,77,143,110,121,157,157,126,121,123,115,115,94,87,92,115,107,93,90,81,86,73,81,69,86,60,56,78,58,41,46,48,34,36,50,36,44,42,30,25,26,26,17,19,12,14,-,1,3,3,-,2,3,3,-,1,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,"9,987","4,422",44.30%,21,56.3,"1,126",19,360
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,51,89,104,101,61,108,77,78,81,63,70,67,51,57,48,49,50,79,57,49,72,54,48,47,52,36,16,47,49,49,53,63,35,34,29,27,34,27,28,19,14,11,24,23,11,12,15,9,13,7,10,7,2,3,3,2,-,-,4,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,383","1,284",53.90%,16.7,39.1,18,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,181,325,234,268,160,299,206,194,297,216,141,203,233,143,235,183,205,171,174,188,181,238,338,277,178,101,107,155,177,118,149,196,156,91,122,89,147,131,147,128,103,127,52,51,91,103,113,105,98,41,40,53,59,43,47,24,41,55,41,39,32,27,44,17,21,34,26,30,30,21,14,15,16,13,28,12,7,3,1,6,-,1,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,209","3,894",42.30%,21.7,52.2,750,11,260
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,-,-,-,3,-,2,1,2,-,1,1,5,1,2,3,5,-,1,3,1,3,1,2,1,3,-,-,-,1,-,-,-,-,1,-,1,-,-,1,1,-,1,1,1,-,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,27,51.90%,16,42.8,1,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,1,4,3,1,1,-,-,-,1,1,1,1,-,-,-,-,-,-,1,-,2,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,14,70.00%,5,32.4,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,281,300,334,375,247,300,303,235,290,267,266,267,221,210,269,296,299,284,258,206,266,228,233,202,192,145,108,170,213,176,206,182,176,205,185,141,168,155,140,111,102,84,78,76,85,83,57,60,77,51,63,45,30,41,29,26,11,19,10,6,6,8,4,3,1,4,1,-,-,2,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,178","5,044",49.60%,18.2,42.9,207,-,13
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_320,Cardiology Service,372,324,463,293,300,361,368,392,422,314,278,308,236,173,232,238,229,250,237,203,276,226,226,252,183,200,178,195,174,187,170,140,167,180,219,195,160,205,154,112,108,115,130,122,95,99,104,73,102,86,32,38,82,32,35,25,23,23,18,12,4,5,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,158","5,553",49.80%,18.1,44,262,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_330,Dermatology Service,162,179,232,221,131,236,234,161,173,191,189,147,164,126,140,150,148,160,106,89,168,208,139,153,159,79,81,136,140,150,134,106,125,109,100,116,111,110,131,88,113,121,65,54,64,85,86,69,87,81,81,36,39,43,11,30,12,35,31,22,14,14,16,12,12,12,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,130","3,144",44.10%,21.3,48.2,306,-,15
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,87,151,122,107,106,147,122,120,104,127,133,121,92,101,119,104,102,119,85,93,119,101,89,85,64,52,52,102,53,72,57,58,78,37,39,35,55,29,28,15,19,17,16,15,25,41,30,29,24,25,8,26,19,11,7,-,2,-,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,801","2,084",54.80%,16.4,40.8,44,-,2
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_400,Neurology Service,52,79,80,60,64,63,106,46,91,81,78,67,69,59,72,77,75,118,94,72,84,75,66,81,110,31,26,85,75,75,62,79,70,98,88,71,91,73,94,93,109,88,77,82,67,54,70,83,84,44,30,11,5,4,1,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,842","1,337",34.80%,25.1,46.4,13,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service,48,89,66,61,46,61,49,30,36,25,19,22,14,24,30,20,22,22,24,12,6,9,5,8,15,3,1,9,5,7,4,5,11,3,1,2,3,5,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,827,684,82.70%,6.9,24.9,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,18,10,8,4,1,2,1,3,-,1,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,51,100.00%,1.8,8,-,-,-
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service,184,163,160,198,144,158,162,119,147,205,190,182,129,162,203,186,189,222,178,189,128,217,178,147,153,69,82,160,160,175,126,156,115,86,95,93,94,94,65,65,71,48,48,59,53,35,38,58,35,37,28,39,34,24,17,19,13,19,12,19,10,10,13,7,11,13,12,11,5,9,9,2,5,3,1,9,-,1,1,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,"6,770","3,103",45.80%,19.6,45.6,293,5,85
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,391,602,519,575,415,492,500,374,422,442,341,335,273,260,312,373,338,337,281,242,258,245,258,254,198,131,114,217,183,193,182,202,186,169,168,140,166,141,172,104,109,124,108,74,80,67,79,72,81,72,76,32,35,38,30,15,8,13,6,5,3,-,4,6,8,5,1,3,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,663","7,301",57.70%,15.2,41.3,184,1,13
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services,1,2,4,5,1,3,2,1,-,2,2,2,2,2,2,-,2,1,-,-,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,34,87.20%,9.3,20.9,-,-,-
