Regional Team Code,Regional Team Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks , 0 <01 weeks , 01 <02 weeks , 02 <03 weeks , 03 <04 weeks , 04 <05 weeks , 05 <06 weeks , 06 <07 weeks , 07 <08 weeks , 08 <09 weeks , 09 <10 weeks , 10 <11 weeks , 11 <12 weeks , 12 <13 weeks , 13+ weeks ,, Planned tests / procedures , Unscheduled tests / procedures , Waiting list tests / procedures (excluding planned) 
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,5,DEXA Scan,"2,608","1,881","1,160",72.10%,148,204,127,141,64,43,95,89,112,110,118,81,116,"1,160",,62,83,504
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,6,Audiology - Audiology Assessments,"2,580","1,469","1,268",56.90%,231,221,240,231,119,69,33,42,36,25,23,33,9,"1,268",,64,0,"1,040"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,7,Cardiology - Echocardiography,"1,532",4,3,0.30%,440,316,305,280,109,78,0,0,0,1,0,0,0,3,,"1,604","1,574","1,688"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,8,Cardiology - Electrophysiology,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,11
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,50,25,23,50.00%,6,6,7,1,2,3,1,0,0,1,0,0,0,23,,7,2,224
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,10,Respiratory physiology - Sleep Studies,138,97,93,70.30%,1,3,14,14,7,2,0,1,0,0,1,2,0,93,,926,5,185
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,11,Urodynamics - Pressures & Flows,321,140,91,43.60%,102,36,20,11,11,1,6,8,1,5,18,6,5,91,,12,0,13
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,12,Colonoscopy,987,78,39,7.90%,267,221,177,120,65,59,8,6,7,3,8,5,2,39,,57,4,573
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,13,Flexi Sigmoidoscopy,203,35,17,17.20%,36,34,36,27,18,17,4,3,2,3,1,2,3,17,,8,9,148
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,14,Cystoscopy,631,415,286,65.80%,46,49,44,54,12,11,22,26,14,17,17,22,11,286,,21,4,62
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,15,Gastroscopy,839,245,150,29.20%,136,113,119,76,76,74,13,21,18,5,7,7,24,150,,70,43,860
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,16,Total,"34,141","9,170","4,781",26.90%,"6,941","5,875","4,850","4,260","1,836","1,209",839,735,727,610,575,451,452,"4,781",,"5,654","14,179","24,600"
Y56,London Commissioning Region,ADW,Beehive Solutions Ltd,3,Non-obstetric Ultrasound,143,0,0,0.00%,13,22,30,35,43,0,0,0,0,0,0,0,0,0,,"1,730",0,12
Y56,London Commissioning Region,ADW,Beehive Solutions Ltd,16,Total,143,0,0,0.00%,13,22,30,35,43,0,0,0,0,0,0,0,0,0,,"1,730",0,12
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,1,Magnetic Resonance Imaging,16,0,0,0.00%,4,8,3,0,0,1,0,0,0,0,0,0,0,0,,0,0,177
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,3,Non-obstetric Ultrasound,33,4,0,12.10%,13,10,4,1,0,1,1,0,1,1,0,0,1,0,,0,0,18
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,14,Cystoscopy,3,0,0,0.00%,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,4
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,16,Total,52,4,0,7.70%,19,18,8,1,0,2,1,0,1,1,0,0,1,0,,0,0,199
Y56,London Commissioning Region,NT406,Blackheath Hospital,1,Magnetic Resonance Imaging,39,0,0,0.00%,19,12,6,2,0,0,0,0,0,0,0,0,0,0,,0,0,77
Y56,London Commissioning Region,NT406,Blackheath Hospital,2,Computed Tomography,6,0,0,0.00%,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,19
Y56,London Commissioning Region,NT406,Blackheath Hospital,3,Non-obstetric Ultrasound,20,1,0,5.00%,5,8,6,0,0,0,0,1,0,0,0,0,0,0,,0,0,31
Y56,London Commissioning Region,NT406,Blackheath Hospital,12,Colonoscopy,4,0,0,0.00%,2,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT406,Blackheath Hospital,13,Flexi Sigmoidoscopy,5,0,0,0.00%,0,3,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,3
Y56,London Commissioning Region,NT406,Blackheath Hospital,14,Cystoscopy,3,0,0,0.00%,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT406,Blackheath Hospital,15,Gastroscopy,14,1,0,7.10%,3,6,4,0,0,0,0,1,0,0,0,0,0,0,,0,0,20
Y56,London Commissioning Region,NT406,Blackheath Hospital,16,Total,91,2,0,2.20%,31,34,16,4,4,0,0,2,0,0,0,0,0,0,,0,0,163
Y56,London Commissioning Region,NQV,Bromley Healthcare,6,Audiology - Audiology Assessments,129,14,0,10.90%,39,33,24,12,4,3,5,4,1,0,1,2,1,0,,42,0,113
Y56,London Commissioning Region,NQV,Bromley Healthcare,16,Total,129,14,0,10.90%,39,33,24,12,4,3,5,4,1,0,1,2,1,0,,42,0,113
Y56,London Commissioning Region,NT451,Cavell Hospital,1,Magnetic Resonance Imaging,2,0,0,0.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,22
Y56,London Commissioning Region,NT451,Cavell Hospital,2,Computed Tomography,3,0,0,0.00%,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,13
Y56,London Commissioning Region,NT451,Cavell Hospital,3,Non-obstetric Ultrasound,9,0,0,0.00%,4,1,1,1,2,0,0,0,0,0,0,0,0,0,,0,0,8
Y56,London Commissioning Region,NT451,Cavell Hospital,12,Colonoscopy,13,0,0,0.00%,2,9,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,13
Y56,London Commissioning Region,NT451,Cavell Hospital,13,Flexi Sigmoidoscopy,5,0,0,0.00%,2,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT451,Cavell Hospital,14,Cystoscopy,5,0,0,0.00%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7
Y56,London Commissioning Region,NT451,Cavell Hospital,15,Gastroscopy,14,0,0,0.00%,7,5,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,35
Y56,London Commissioning Region,NT451,Cavell Hospital,16,Total,51,0,0,0.00%,23,18,4,3,3,0,0,0,0,0,0,0,0,0,,0,0,100
Y56,London Commissioning Region,RV3,Central and North West London NHS Foundation Trust,6,Audiology - Audiology Assessments,73,0,0,0.00%,34,24,12,3,0,0,0,0,0,0,0,0,0,0,,0,0,171
Y56,London Commissioning Region,RV3,Central and North West London NHS Foundation Trust,16,Total,73,0,0,0.00%,34,24,12,3,0,0,0,0,0,0,0,0,0,0,,0,0,171
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,"1,618",379,140,23.40%,448,311,188,161,92,39,55,52,39,35,19,13,26,140,,200,168,"2,975"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2,Computed Tomography,"1,234",71,2,5.80%,362,296,247,140,90,28,28,21,11,5,3,0,1,2,,306,"4,704","3,312"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,"5,638",491,8,8.70%,"1,306","1,329",984,795,487,246,232,180,63,4,2,2,0,8,,901,392,"5,820"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,4,Barium Enema,73,0,0,0.00%,25,19,12,11,4,2,0,0,0,0,0,0,0,0,,1,2,98
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,5,DEXA Scan,483,1,1,0.20%,131,128,90,81,42,10,0,0,0,0,0,0,0,1,,208,0,402
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,39,2,0,5.10%,19,2,9,7,0,0,0,0,2,0,0,0,0,0,,0,0,483
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,7,Cardiology - Echocardiography,526,12,2,2.30%,170,104,68,111,36,25,4,1,2,0,0,2,1,2,,0,0,"1,000"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,9,Neurophysiology - Peripheral Neurophysiology,118,0,0,0.00%,33,28,18,20,9,10,0,0,0,0,0,0,0,0,,0,0,191
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,10,Respiratory physiology - Sleep Studies,79,13,0,16.50%,25,11,12,5,7,6,9,1,0,0,1,1,1,0,,0,0,323
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,11,Urodynamics - Pressures & Flows,67,15,1,22.40%,23,10,10,5,3,1,2,5,3,1,2,0,1,1,,0,0,44
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,12,Colonoscopy,494,31,4,6.30%,180,98,66,57,50,12,8,7,7,2,3,0,0,4,,28,4,389
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,13,Flexi Sigmoidoscopy,173,23,0,13.30%,46,30,39,11,10,14,5,7,1,7,2,1,0,0,,16,15,171
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,14,Cystoscopy,268,64,5,23.90%,68,63,24,27,17,5,12,9,5,8,11,6,8,5,,6,46,491
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,15,Gastroscopy,506,14,3,2.80%,184,100,89,66,30,23,6,2,1,2,0,0,0,3,,25,36,608
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,16,Total,"11,316","1,116",166,9.90%,"3,020","2,529","1,856","1,497",877,421,361,285,134,64,43,25,38,166,,"1,691","5,367","16,307"
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,1,Magnetic Resonance Imaging,27,0,0,0.00%,9,17,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,67
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,2,Computed Tomography,3,0,0,0.00%,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,3,Non-obstetric Ultrasound,14,0,0,0.00%,5,5,2,1,0,1,0,0,0,0,0,0,0,0,,0,0,10
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,12,Colonoscopy,10,0,0,0.00%,1,7,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,13,Flexi Sigmoidoscopy,1,0,0,0.00%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,14,Cystoscopy,9,0,0,0.00%,1,3,5,0,0,0,0,0,0,0,0,0,0,0,,0,0,6
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,15,Gastroscopy,12,0,0,0.00%,2,9,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,6
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,16,Total,76,0,0,0.00%,19,42,11,2,1,1,0,0,0,0,0,0,0,0,,0,0,102
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,1,Magnetic Resonance Imaging,40,2,0,5.00%,25,6,5,1,1,0,0,1,0,0,1,0,0,0,,0,0,138
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,2,Computed Tomography,9,0,0,0.00%,3,3,2,0,0,1,0,0,0,0,0,0,0,0,,0,0,83
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,3,Non-obstetric Ultrasound,91,5,0,5.50%,35,23,13,13,2,0,0,1,2,0,1,0,1,0,,0,0,101
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,4,Barium Enema,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,5,DEXA Scan,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,12,Colonoscopy,9,0,0,0.00%,5,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,23
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,13,Flexi Sigmoidoscopy,9,0,0,0.00%,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,10
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,14,Cystoscopy,3,0,0,0.00%,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,15,Gastroscopy,16,0,0,0.00%,13,0,1,2,0,0,0,0,0,0,0,0,0,0,,0,0,26
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,16,Total,177,7,0,4.00%,88,41,21,16,3,1,0,2,2,0,2,0,1,0,,0,0,391
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,1,Magnetic Resonance Imaging,"1,881",3,0,0.20%,569,355,444,352,131,27,0,1,1,1,0,0,0,0,,88,298,"1,927"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,2,Computed Tomography,"1,005",74,6,7.40%,518,221,124,38,19,11,10,13,18,9,11,6,1,6,,150,"2,020","1,270"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,3,Non-obstetric Ultrasound,"5,651",476,0,8.40%,"1,757","1,131",911,700,431,245,252,86,134,4,0,0,0,0,,329,731,"4,913"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,5,DEXA Scan,404,0,0,0.00%,138,91,84,70,21,0,0,0,0,0,0,0,0,0,,25,6,300
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,6,Audiology - Audiology Assessments,"1,572",964,364,61.30%,123,134,155,91,65,40,106,108,79,89,74,87,57,364,,0,0,474
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,7,Cardiology - Echocardiography,942,61,0,6.50%,201,249,144,161,73,53,38,10,5,1,4,1,2,0,,97,310,703
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,102,0,0,0.00%,44,34,18,6,0,0,0,0,0,0,0,0,0,0,,0,0,280
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,10,Respiratory physiology - Sleep Studies,20,0,0,0.00%,1,2,12,5,0,0,0,0,0,0,0,0,0,0,,0,0,56
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,11,Urodynamics - Pressures & Flows,38,7,1,18.40%,12,1,5,8,3,2,0,1,1,2,2,0,0,1,,0,0,21
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,12,Colonoscopy,274,46,6,16.80%,83,62,31,35,13,4,6,2,4,11,9,4,4,6,,30,0,354
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,13,Flexi Sigmoidoscopy,166,27,2,16.30%,30,43,24,30,9,3,6,4,2,4,4,2,3,2,,8,4,137
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,14,Cystoscopy,255,95,35,37.30%,47,26,31,24,24,8,13,17,15,7,1,4,3,35,,42,4,156
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,15,Gastroscopy,286,90,12,31.50%,51,49,41,20,23,12,16,11,7,13,16,11,4,12,,3,10,412
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,16,Total,"12,596","1,843",426,14.60%,"3,574","2,398","2,024","1,540",812,405,447,253,266,141,121,115,74,426,,772,"3,383","11,003"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,1,Magnetic Resonance Imaging,"1,400",16,1,1.10%,438,372,234,252,74,14,6,4,2,1,2,0,0,1,,155,232,"1,717"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,2,Computed Tomography,547,6,1,1.10%,335,131,42,22,9,2,2,2,0,0,1,0,0,1,,264,"2,928","1,518"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,3,Non-obstetric Ultrasound,"6,195",83,0,1.30%,"1,571","1,464","1,304","1,150",541,82,24,11,10,16,22,0,0,0,,423,471,"5,897"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,5,DEXA Scan,350,6,0,1.70%,108,109,81,42,2,2,1,2,3,0,0,0,0,0,,26,4,343
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,6,Audiology - Audiology Assessments,303,75,23,24.80%,77,26,61,48,13,3,18,22,3,6,0,3,0,23,,10,0,"1,211"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,7,Cardiology - Echocardiography,"1,044",321,6,30.70%,104,138,182,165,78,56,87,112,69,28,13,4,2,6,,153,475,837
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,193,0,0,0.00%,54,49,36,35,17,2,0,0,0,0,0,0,0,0,,8,53,259
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,11,Urodynamics - Pressures & Flows,179,105,45,58.70%,9,20,20,15,6,4,8,12,6,10,14,5,5,45,,4,132,43
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,12,Colonoscopy,453,145,25,32.00%,102,81,61,40,21,3,25,18,42,8,8,8,11,25,,76,1,321
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,13,Flexi Sigmoidoscopy,126,39,7,31.00%,23,20,21,11,7,5,8,7,6,5,1,4,1,7,,10,6,80
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,14,Cystoscopy,224,88,35,39.30%,38,31,24,37,5,1,12,13,5,10,3,6,4,35,,61,62,200
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,15,Gastroscopy,404,90,18,22.30%,102,74,72,46,11,9,19,9,13,10,8,5,8,18,,54,37,391
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,16,Total,"11,418",974,161,8.50%,"2,961","2,515","2,138","1,863",784,183,210,212,159,94,72,35,31,161,,"1,244","4,401","12,817"
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,1,Magnetic Resonance Imaging,"1,102",569,437,51.60%,134,148,86,93,48,24,19,27,32,19,15,8,12,437,,664,8,521
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,2,Computed Tomography,103,11,0,10.70%,31,29,13,11,3,5,4,3,2,0,0,0,2,0,,68,1,132
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,3,Non-obstetric Ultrasound,574,85,0,14.80%,114,111,93,91,56,24,26,15,21,16,3,3,1,0,,572,13,331
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,4,Barium Enema,20,0,0,0.00%,2,8,4,4,2,0,0,0,0,0,0,0,0,0,,1,0,12
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,5,DEXA Scan,50,1,0,2.00%,13,12,11,7,6,0,1,0,0,0,0,0,0,0,,51,0,18
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,6,Audiology - Audiology Assessments,83,19,3,22.90%,23,10,8,9,9,5,3,2,1,4,2,3,1,3,,1,0,715
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,7,Cardiology - Echocardiography,192,35,6,18.20%,56,36,23,21,17,4,8,4,5,6,1,2,3,6,,289,"1,264",155
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,8,Cardiology - Electrophysiology,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,9,Neurophysiology - Peripheral Neurophysiology,38,2,0,5.30%,11,9,2,14,0,0,1,1,0,0,0,0,0,0,,17,6,44
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,10,Respiratory physiology - Sleep Studies,282,166,30,58.90%,38,24,20,18,14,2,27,22,19,25,24,12,7,30,,51,1,88
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,11,Urodynamics - Pressures & Flows,33,10,1,30.30%,8,6,3,3,2,1,2,1,3,2,1,0,0,1,,88,1,13
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,12,Colonoscopy,20,4,0,20.00%,5,6,3,1,1,0,3,0,0,0,1,0,0,0,,2,0,15
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,13,Flexi Sigmoidoscopy,4,1,1,25.00%,1,0,0,2,0,0,0,0,0,0,0,0,0,1,,0,0,0
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,14,Cystoscopy,3,3,2,100.00%,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,1,1,4
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,15,Gastroscopy,56,16,1,28.60%,11,12,4,8,2,3,4,6,3,0,1,1,0,1,,17,0,54
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,16,Total,"2,560",922,481,36.00%,447,411,270,282,160,68,99,81,86,72,48,29,26,481,,"1,822","1,295","2,103"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,1,Magnetic Resonance Imaging,"7,192","3,447",832,47.90%,"1,109",790,669,675,296,206,532,491,427,421,357,202,185,832,,"1,223",449,"6,437"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,2,Computed Tomography,"2,902",893,150,30.80%,751,465,343,267,111,72,170,142,91,96,106,77,61,150,,"1,379","2,186","3,675"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,3,Non-obstetric Ultrasound,"4,910","1,418",190,28.90%,"1,176",830,615,489,231,151,310,249,172,198,155,70,74,190,,721,895,"7,713"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,4,Barium Enema,86,23,11,26.70%,38,9,8,5,3,0,2,3,2,2,1,1,1,11,,3,10,107
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,5,DEXA Scan,526,7,0,1.30%,150,128,114,98,24,5,6,1,0,0,0,0,0,0,,102,0,586
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,6,Audiology - Audiology Assessments,836,225,10,26.90%,198,145,118,81,52,17,48,41,40,42,24,14,6,10,,586,4,686
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,7,Cardiology - Echocardiography,"2,969","1,430",601,48.20%,457,309,319,256,119,79,183,181,154,94,76,68,73,601,,"2,934","1,009","3,428"
