Regional Team Code,Regional Team Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks , 0 <01 weeks , 01 <02 weeks , 02 <03 weeks , 03 <04 weeks , 04 <05 weeks , 05 <06 weeks , 06 <07 weeks , 07 <08 weeks , 08 <09 weeks , 09 <10 weeks , 10 <11 weeks , 11 <12 weeks , 12 <13 weeks , 13+ weeks ,, Planned tests / procedures , Unscheduled tests / procedures , Waiting list tests / procedures (excluding planned) 
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",13,Flexi Sigmoidoscopy,74,1,0,1.40%,16,10,18,15,10,4,0,0,0,0,0,1,0,0,,37,0,107
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",14,Cystoscopy,25,5,0,20.00%,3,3,8,3,2,1,1,1,1,1,1,0,0,0,,23,0,36
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",15,Gastroscopy,403,6,1,1.50%,76,98,88,66,38,31,3,1,0,1,0,0,0,1,,64,0,388
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",16,Total,"10,273",424,82,4.10%,"3,238","2,387","1,973","1,378",595,278,111,81,55,44,19,12,20,82,,"1,511","4,341","21,176"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,1,Magnetic Resonance Imaging,"8,393","3,134",871,37.30%,"1,161","1,053",954,841,651,599,412,350,389,328,344,243,197,871,,666,"1,832","3,431"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,2,Computed Tomography,"3,010",129,9,4.30%,959,726,477,360,238,121,42,29,26,14,5,2,2,9,,977,"6,049","5,857"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,3,Non-obstetric Ultrasound,"14,921","1,479",231,9.90%,"3,362","2,709","2,407","1,910","1,574","1,480",571,171,130,130,100,107,39,231,,930,"3,819","9,520"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,4,Barium Enema,1,0,0,0.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,5,DEXA Scan,"2,599","1,561",795,60.10%,221,174,181,171,143,148,110,121,117,107,110,94,107,795,,36,12,239
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,6,Audiology - Audiology Assessments,"3,285","1,949","1,591",59.30%,279,200,218,216,210,213,73,60,59,56,48,29,33,"1,591",,89,0,948
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,7,Cardiology - Echocardiography,"1,549",2,1,0.10%,389,286,287,252,202,131,1,0,0,0,0,0,0,1,,"1,286","1,541","1,465"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,8,Cardiology - Electrophysiology,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,136,85,71,62.50%,18,7,9,6,6,5,0,0,0,4,2,2,6,71,,4,0,305
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,10,Respiratory physiology - Sleep Studies,174,143,123,82.20%,2,16,4,4,4,1,2,0,1,0,1,10,6,123,,966,1,167
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,11,Urodynamics - Pressures & Flows,333,128,51,38.40%,96,55,18,9,8,19,18,10,11,20,7,10,1,51,,6,1,13
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,12,Colonoscopy,"1,046",209,128,20.00%,214,221,117,107,88,90,20,9,9,13,13,8,9,128,,25,0,440
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,13,Flexi Sigmoidoscopy,273,55,28,20.10%,44,52,33,29,31,29,5,3,2,4,3,9,1,28,,4,5,130
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,14,Cystoscopy,603,341,216,56.60%,40,45,59,32,49,37,25,28,14,15,19,13,11,216,,13,3,90
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,15,Gastroscopy,"1,084",292,150,26.90%,163,126,87,115,139,162,35,13,17,30,18,21,8,150,,46,32,713
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,16,Total,"37,407","9,507","4,265",25.40%,"6,948","5,670","4,852","4,052","3,343","3,035","1,314",794,775,721,670,548,420,"4,265",,"5,048","13,295","23,322"
Y56,London Commissioning Region,ADW,Beehive Solutions Ltd,3,Non-obstetric Ultrasound,91,0,0,0.00%,9,16,19,22,25,0,0,0,0,0,0,0,0,0,,"1,356",0,8
Y56,London Commissioning Region,ADW,Beehive Solutions Ltd,16,Total,91,0,0,0.00%,9,16,19,22,25,0,0,0,0,0,0,0,0,0,,"1,356",0,8
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,1,Magnetic Resonance Imaging,11,0,0,0.00%,2,5,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,149
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,3,Non-obstetric Ultrasound,32,1,0,3.10%,12,13,3,3,0,0,0,0,0,0,0,0,1,0,,0,0,18
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,7,Cardiology - Echocardiography,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,14,Cystoscopy,2,0,0,0.00%,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,16,Total,45,1,0,2.20%,15,18,7,4,0,0,0,0,0,0,0,0,1,0,,0,0,168
Y56,London Commissioning Region,NT406,Blackheath Hospital,1,Magnetic Resonance Imaging,45,0,0,0.00%,23,17,4,1,0,0,0,0,0,0,0,0,0,0,,0,0,66
Y56,London Commissioning Region,NT406,Blackheath Hospital,2,Computed Tomography,3,0,0,0.00%,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,18
Y56,London Commissioning Region,NT406,Blackheath Hospital,3,Non-obstetric Ultrasound,37,1,0,2.70%,9,14,8,0,3,2,0,1,0,0,0,0,0,0,,0,0,35
Y56,London Commissioning Region,NT406,Blackheath Hospital,12,Colonoscopy,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT406,Blackheath Hospital,13,Flexi Sigmoidoscopy,5,0,0,0.00%,3,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,3
Y56,London Commissioning Region,NT406,Blackheath Hospital,14,Cystoscopy,8,0,0,0.00%,3,0,4,1,0,0,0,0,0,0,0,0,0,0,,0,0,8
Y56,London Commissioning Region,NT406,Blackheath Hospital,15,Gastroscopy,10,1,0,10.00%,0,5,0,4,0,0,1,0,0,0,0,0,0,0,,0,0,26
Y56,London Commissioning Region,NT406,Blackheath Hospital,16,Total,108,2,0,1.90%,39,38,16,6,5,2,1,1,0,0,0,0,0,0,,0,0,167
Y56,London Commissioning Region,NQV,Bromley Healthcare,6,Audiology - Audiology Assessments,132,8,0,6.10%,39,24,26,19,5,11,8,0,0,0,0,0,0,0,,42,0,96
Y56,London Commissioning Region,NQV,Bromley Healthcare,16,Total,132,8,0,6.10%,39,24,26,19,5,11,8,0,0,0,0,0,0,0,,42,0,96
Y56,London Commissioning Region,NT451,Cavell Hospital,1,Magnetic Resonance Imaging,4,0,0,0.00%,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,32
Y56,London Commissioning Region,NT451,Cavell Hospital,2,Computed Tomography,4,0,0,0.00%,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,16
Y56,London Commissioning Region,NT451,Cavell Hospital,3,Non-obstetric Ultrasound,6,0,0,0.00%,5,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,18
Y56,London Commissioning Region,NT451,Cavell Hospital,7,Cardiology - Echocardiography,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,NT451,Cavell Hospital,12,Colonoscopy,8,0,0,0.00%,7,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,19
Y56,London Commissioning Region,NT451,Cavell Hospital,13,Flexi Sigmoidoscopy,3,0,0,0.00%,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6
Y56,London Commissioning Region,NT451,Cavell Hospital,14,Cystoscopy,3,0,0,0.00%,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,14
Y56,London Commissioning Region,NT451,Cavell Hospital,15,Gastroscopy,11,0,0,0.00%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,36
Y56,London Commissioning Region,NT451,Cavell Hospital,16,Total,39,0,0,0.00%,24,10,3,2,0,0,0,0,0,0,0,0,0,0,,0,0,142
Y56,London Commissioning Region,RV3,Central and North West London NHS Foundation Trust,6,Audiology - Audiology Assessments,93,4,0,4.30%,27,17,23,9,9,4,4,0,0,0,0,0,0,0,,0,0,177
Y56,London Commissioning Region,RV3,Central and North West London NHS Foundation Trust,16,Total,93,4,0,4.30%,27,17,23,9,9,4,4,0,0,0,0,0,0,0,,0,0,177
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,"2,225",506,108,22.70%,507,330,297,246,184,155,93,82,70,53,38,30,32,108,,186,188,"3,095"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2,Computed Tomography,"1,289",5,0,0.40%,449,306,229,156,96,48,3,0,0,1,0,1,0,0,,287,"4,451","3,079"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,"4,962",46,0,0.90%,"1,304",987,854,712,630,429,12,7,14,7,3,2,1,0,,787,390,"5,934"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,4,Barium Enema,74,0,0,0.00%,23,15,16,9,5,6,0,0,0,0,0,0,0,0,,1,0,89
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,5,DEXA Scan,750,2,0,0.30%,123,125,113,166,129,92,0,0,1,1,0,0,0,0,,277,2,347
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,65,0,0,0.00%,14,15,21,9,5,1,0,0,0,0,0,0,0,0,,0,0,411
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,7,Cardiology - Echocardiography,528,2,0,0.40%,134,85,100,75,64,68,1,1,0,0,0,0,0,0,,0,0,955
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,9,Neurophysiology - Peripheral Neurophysiology,182,19,0,10.40%,36,19,32,21,28,27,13,5,0,1,0,0,0,0,,0,0,149
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,10,Respiratory physiology - Sleep Studies,79,0,0,0.00%,28,12,12,7,11,9,0,0,0,0,0,0,0,0,,0,0,302
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,11,Urodynamics - Pressures & Flows,63,13,1,20.60%,18,10,7,9,5,1,2,6,0,1,0,1,2,1,,0,0,33
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,12,Colonoscopy,314,15,4,4.80%,59,50,57,56,51,26,5,1,3,0,1,1,0,4,,48,3,376
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,13,Flexi Sigmoidoscopy,131,16,0,12.20%,16,11,28,23,21,16,11,4,1,0,0,0,0,0,,6,6,133
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,14,Cystoscopy,299,47,16,15.70%,66,39,48,72,13,14,7,2,4,4,11,1,2,16,,4,7,460
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,15,Gastroscopy,339,14,5,4.10%,45,66,68,77,32,37,1,2,4,1,0,0,1,5,,33,36,606
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,16,Total,"11,300",685,134,6.10%,"2,822","2,070","1,882","1,638","1,274",929,148,110,97,69,53,36,38,134,,"1,629","5,083","15,969"
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,1,Magnetic Resonance Imaging,30,0,0,0.00%,18,12,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,69
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,2,Computed Tomography,3,0,0,0.00%,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,3,Non-obstetric Ultrasound,31,0,0,0.00%,15,5,8,2,1,0,0,0,0,0,0,0,0,0,,0,0,16
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,12,Colonoscopy,2,0,0,0.00%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,13,Flexi Sigmoidoscopy,1,0,0,0.00%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,14,Cystoscopy,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,15,Gastroscopy,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,16,Total,67,0,0,0.00%,34,22,8,2,1,0,0,0,0,0,0,0,0,0,,0,0,116
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,1,Magnetic Resonance Imaging,19,0,0,0.00%,14,1,1,1,2,0,0,0,0,0,0,0,0,0,,0,0,140
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,2,Computed Tomography,19,0,0,0.00%,9,5,4,0,0,1,0,0,0,0,0,0,0,0,,0,0,88
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,3,Non-obstetric Ultrasound,84,1,0,1.20%,28,27,16,8,4,0,0,1,0,0,0,0,0,0,,0,0,119
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,4,Barium Enema,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,5,DEXA Scan,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,12,Colonoscopy,3,0,0,0.00%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,19
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,13,Flexi Sigmoidoscopy,6,0,0,0.00%,4,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,14,Cystoscopy,5,0,0,0.00%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,15
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,15,Gastroscopy,8,0,0,0.00%,4,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,27
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,16,Total,144,1,0,0.70%,65,38,24,9,6,1,0,1,0,0,0,0,0,0,,0,0,428
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,1,Magnetic Resonance Imaging,"1,654",2,0,0.10%,610,429,306,250,46,11,1,0,0,0,0,0,1,0,,88,277,"1,882"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,2,Computed Tomography,988,93,13,9.40%,408,153,115,94,65,60,14,10,13,9,9,8,17,13,,167,"1,780","1,126"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,3,Non-obstetric Ultrasound,"5,827",257,0,4.40%,"1,517","1,145",971,897,600,440,181,60,11,2,2,1,0,0,,242,698,"5,068"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,5,DEXA Scan,455,0,0,0.00%,139,78,70,74,60,34,0,0,0,0,0,0,0,0,,24,5,307
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,6,Audiology - Audiology Assessments,"1,695",997,441,58.80%,157,124,129,100,108,80,84,79,96,77,62,77,81,441,,0,0,365
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,7,Cardiology - Echocardiography,704,7,0,1.00%,153,219,168,123,29,5,3,3,1,0,0,0,0,0,,75,297,695
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,151,0,0,0.00%,48,44,29,16,11,3,0,0,0,0,0,0,0,0,,0,0,188
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,10,Respiratory physiology - Sleep Studies,10,0,0,0.00%,6,2,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,31
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,11,Urodynamics - Pressures & Flows,27,4,0,14.80%,4,12,3,2,1,1,0,0,2,0,2,0,0,0,,0,0,24
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,12,Colonoscopy,349,60,16,17.20%,41,82,76,50,18,22,23,7,5,4,1,2,2,16,,35,0,341
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,13,Flexi Sigmoidoscopy,187,47,4,25.10%,14,31,34,24,16,21,25,6,4,2,3,2,1,4,,9,5,160
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,14,Cystoscopy,297,90,50,30.30%,49,45,26,28,28,31,20,13,1,2,1,1,2,50,,37,2,125
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,15,Gastroscopy,384,92,30,24.00%,44,64,66,63,28,27,24,11,10,6,3,2,6,30,,8,14,419
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,16,Total,"12,728","1,649",554,13.00%,"3,190","2,428","1,994","1,721","1,011",735,375,189,143,102,83,93,110,554,,685,"3,078","10,731"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,1,Magnetic Resonance Imaging,"1,094",2,0,0.20%,466,373,189,53,4,7,0,0,1,0,1,0,0,0,,121,193,"1,514"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,2,Computed Tomography,598,3,0,0.50%,300,171,75,35,9,5,2,1,0,0,0,0,0,0,,209,"2,911","1,513"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,3,Non-obstetric Ultrasound,"5,899",26,2,0.40%,"1,447","1,317","1,124","1,022",658,305,13,6,0,4,1,0,0,2,,396,454,"5,893"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,5,DEXA Scan,341,2,0,0.60%,82,76,73,76,29,3,1,0,1,0,0,0,0,0,,16,1,382
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,6,Audiology - Audiology Assessments,286,32,21,11.20%,56,54,58,71,14,1,3,5,1,2,0,0,0,21,,4,0,"1,510"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,7,Cardiology - Echocardiography,"1,240",217,1,17.50%,148,193,205,158,164,155,108,76,25,3,3,1,0,1,,126,374,913
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,190,0,0,0.00%,53,53,50,28,6,0,0,0,0,0,0,0,0,0,,7,65,250
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,11,Urodynamics - Pressures & Flows,174,89,44,51.10%,27,21,10,13,8,6,11,5,7,10,2,5,5,44,,6,88,76
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,12,Colonoscopy,404,89,5,22.00%,90,67,74,32,28,24,23,20,20,10,4,4,3,5,,32,4,323
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,13,Flexi Sigmoidoscopy,142,29,3,20.40%,29,26,20,15,14,9,10,4,8,2,0,1,1,3,,8,6,66
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,14,Cystoscopy,205,69,30,33.70%,45,35,22,19,8,7,10,7,7,3,5,6,1,30,,48,50,151
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,15,Gastroscopy,338,74,5,21.90%,95,70,44,28,11,16,19,12,13,11,10,1,3,5,,48,21,434
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,16,Total,"10,911",632,111,5.80%,"2,838","2,456","1,944","1,550",953,538,200,136,83,45,26,18,13,111,,"1,021","4,167","13,025"
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,1,Magnetic Resonance Imaging,"1,157",623,455,53.80%,158,104,79,76,77,40,39,33,34,10,27,14,11,455,,688,0,496
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,2,Computed Tomography,115,6,0,5.20%,37,34,14,10,11,3,2,2,1,0,1,0,0,0,,59,0,116
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,3,Non-obstetric Ultrasound,532,16,1,3.00%,138,109,91,86,61,31,4,6,3,2,0,0,0,1,,607,25,295
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,4,Barium Enema,14,0,0,0.00%,1,4,2,5,1,1,0,0,0,0,0,0,0,0,,1,0,7
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,5,DEXA Scan,48,0,0,0.00%,16,13,6,4,6,3,0,0,0,0,0,0,0,0,,63,0,21
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,6,Audiology - Audiology Assessments,70,8,0,11.40%,36,12,6,5,0,3,3,1,0,2,0,2,0,0,,2,0,664
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,7,Cardiology - Echocardiography,272,81,51,29.80%,56,55,30,14,18,18,7,6,5,1,7,3,1,51,,258,"1,040",108
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,9,Neurophysiology - Peripheral Neurophysiology,15,0,0,0.00%,5,6,2,1,1,0,0,0,0,0,0,0,0,0,,9,0,39
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,10,Respiratory physiology - Sleep Studies,319,137,17,42.90%,40,42,26,24,34,16,14,19,19,21,17,16,14,17,,56,0,64
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,11,Urodynamics - Pressures & Flows,28,7,3,25.00%,8,3,5,2,2,1,1,1,2,0,0,0,0,3,,94,1,15
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,12,Colonoscopy,14,2,0,14.30%,6,2,2,0,2,0,1,0,0,0,1,0,0,0,,0,0,9
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,13,Flexi Sigmoidoscopy,1,1,0,100.00%,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,14,Cystoscopy,2,2,1,100.00%,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,15,Gastroscopy,54,15,8,27.80%,12,8,5,6,3,5,0,1,2,0,1,0,3,8,,12,0,52
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,16,Total,"2,641",898,536,34.00%,513,392,268,233,216,121,71,69,66,37,55,35,29,536,,"1,849","1,066","1,886"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,1,Magnetic Resonance Imaging,"9,170","4,192","1,230",45.70%,"1,214","1,025",793,709,605,632,539,551,468,384,353,354,313,"1,230",,"1,082",365,"5,447"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,2,Computed Tomography,"3,496","1,210",315,34.60%,668,468,376,324,255,195,176,181,137,115,90,114,82,315,,"1,080","2,229","3,484"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,3,Non-obstetric Ultrasound,"7,734","3,365",929,43.50%,"1,174",916,663,581,538,497,493,468,410,358,285,222,200,929,,700,829,"8,252"
