Regional Team Code,Regional Team Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks , 0 <01 weeks , 01 <02 weeks , 02 <03 weeks , 03 <04 weeks , 04 <05 weeks , 05 <06 weeks , 06 <07 weeks , 07 <08 weeks , 08 <09 weeks , 09 <10 weeks , 10 <11 weeks , 11 <12 weeks , 12 <13 weeks , 13+ weeks ,, Planned tests / procedures , Unscheduled tests / procedures , Waiting list tests / procedures (excluding planned) 
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",16,Total,"9,733",462,101,4.70%,"2,715","2,180","2,069","1,490",580,237,93,84,68,73,18,23,2,101,,"1,500","4,726","20,361"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,1,Magnetic Resonance Imaging,"6,285","2,100",778,33.40%,985,866,761,650,530,393,307,277,216,142,190,119,71,778,,766,"1,908","3,869"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,2,Computed Tomography,"3,262",245,12,7.50%,960,672,535,436,244,170,45,42,50,53,28,15,0,12,,900,"6,168","5,834"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,3,Non-obstetric Ultrasound,"13,078","1,295",179,9.90%,"2,399","2,246","2,109","2,180","1,882",967,479,247,137,139,52,39,23,179,,858,"4,098","7,994"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,4,Barium Enema,1,0,0,0.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,5,DEXA Scan,"2,064","1,173",664,56.80%,174,199,163,140,123,92,93,83,91,60,69,67,46,664,,49,54,833
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,6,Audiology - Audiology Assessments,"2,202",836,600,38.00%,230,218,232,283,219,184,41,41,49,37,13,30,25,600,,50,0,"1,116"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,7,Cardiology - Echocardiography,"1,406",4,2,0.30%,442,350,264,203,99,44,1,0,1,0,0,0,0,2,,"1,561","1,719","1,817"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,8,Cardiology - Electrophysiology,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,100,80,56,80.00%,10,6,1,2,1,0,0,1,3,5,3,9,3,56,,3,2,468
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,10,Respiratory physiology - Sleep Studies,148,87,84,58.80%,5,16,19,16,2,3,0,2,1,0,0,0,0,84,,871,4,111
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,11,Urodynamics - Pressures & Flows,257,161,90,62.60%,27,22,12,12,7,16,9,11,19,12,10,5,5,90,,13,0,24
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,12,Colonoscopy,816,62,17,7.60%,187,160,128,107,112,60,9,11,9,5,4,5,2,17,,35,2,565
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,13,Flexi Sigmoidoscopy,222,40,22,18.00%,33,37,31,28,33,20,3,5,5,3,0,2,0,22,,6,10,145
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,14,Cystoscopy,547,423,294,77.30%,16,39,19,19,16,15,20,16,29,18,21,17,8,294,,13,9,103
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,15,Gastroscopy,881,178,101,20.20%,122,128,157,130,89,77,11,13,30,7,8,4,4,101,,42,34,812
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,16,Total,"31,269","6,684","2,899",21.40%,"5,590","4,959","4,431","4,206","3,358","2,041","1,018",749,640,481,398,312,187,"2,899",,"5,167","14,008","23,696"
Y56,London Commissioning Region,ADW,Beehive Solutions Ltd,3,Non-obstetric Ultrasound,154,0,0,0.00%,25,31,30,35,33,0,0,0,0,0,0,0,0,0,,0,"1,945",12
Y56,London Commissioning Region,ADW,Beehive Solutions Ltd,16,Total,154,0,0,0.00%,25,31,30,35,33,0,0,0,0,0,0,0,0,0,,0,"1,945",12
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,1,Magnetic Resonance Imaging,12,0,0,0.00%,1,6,3,1,0,1,0,0,0,0,0,0,0,0,,0,0,155
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,3,Non-obstetric Ultrasound,21,2,1,9.50%,8,7,2,1,1,0,0,0,0,1,0,0,0,1,,0,0,12
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,7,Cardiology - Echocardiography,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,14,Cystoscopy,5,0,0,0.00%,2,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,9
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,16,Total,38,2,1,5.30%,11,13,5,2,1,4,0,0,0,1,0,0,0,1,,0,0,177
Y56,London Commissioning Region,NT406,Blackheath Hospital,1,Magnetic Resonance Imaging,15,1,0,6.70%,8,4,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,70
Y56,London Commissioning Region,NT406,Blackheath Hospital,2,Computed Tomography,5,1,0,20.00%,2,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,20
Y56,London Commissioning Region,NT406,Blackheath Hospital,3,Non-obstetric Ultrasound,32,0,0,0.00%,21,7,3,0,1,0,0,0,0,0,0,0,0,0,,0,0,33
Y56,London Commissioning Region,NT406,Blackheath Hospital,12,Colonoscopy,15,0,0,0.00%,5,4,0,5,1,0,0,0,0,0,0,0,0,0,,0,0,4
Y56,London Commissioning Region,NT406,Blackheath Hospital,13,Flexi Sigmoidoscopy,8,0,0,0.00%,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,5
Y56,London Commissioning Region,NT406,Blackheath Hospital,14,Cystoscopy,2,1,0,50.00%,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT406,Blackheath Hospital,15,Gastroscopy,22,0,0,0.00%,9,4,2,1,3,3,0,0,0,0,0,0,0,0,,0,0,23
Y56,London Commissioning Region,NT406,Blackheath Hospital,16,Total,99,3,0,3.00%,48,24,8,8,5,3,3,0,0,0,0,0,0,0,,0,0,166
Y56,London Commissioning Region,NQV,Bromley Healthcare,6,Audiology - Audiology Assessments,151,21,1,13.90%,31,20,32,28,13,6,7,7,1,3,2,0,0,1,,37,0,97
Y56,London Commissioning Region,NQV,Bromley Healthcare,16,Total,151,21,1,13.90%,31,20,32,28,13,6,7,7,1,3,2,0,0,1,,37,0,97
Y56,London Commissioning Region,NT451,Cavell Hospital,1,Magnetic Resonance Imaging,5,0,0,0.00%,4,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,24
Y56,London Commissioning Region,NT451,Cavell Hospital,2,Computed Tomography,3,0,0,0.00%,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,12
Y56,London Commissioning Region,NT451,Cavell Hospital,3,Non-obstetric Ultrasound,13,1,0,7.70%,4,2,3,1,2,0,0,0,0,0,0,0,1,0,,0,0,16
Y56,London Commissioning Region,NT451,Cavell Hospital,12,Colonoscopy,17,2,0,11.80%,10,0,3,0,1,1,2,0,0,0,0,0,0,0,,0,0,16
Y56,London Commissioning Region,NT451,Cavell Hospital,13,Flexi Sigmoidoscopy,4,1,0,25.00%,2,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,6
Y56,London Commissioning Region,NT451,Cavell Hospital,14,Cystoscopy,5,0,0,0.00%,0,3,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,7
Y56,London Commissioning Region,NT451,Cavell Hospital,15,Gastroscopy,14,0,0,0.00%,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,22
Y56,London Commissioning Region,NT451,Cavell Hospital,16,Total,61,4,0,6.60%,36,5,9,2,4,1,3,0,0,0,0,0,1,0,,0,0,103
Y56,London Commissioning Region,RV3,Central and North West London NHS Foundation Trust,6,Audiology - Audiology Assessments,91,30,0,33.00%,11,9,10,12,14,5,3,16,9,1,1,0,0,0,,0,0,193
Y56,London Commissioning Region,RV3,Central and North West London NHS Foundation Trust,16,Total,91,30,0,33.00%,11,9,10,12,14,5,3,16,9,1,1,0,0,0,,0,0,193
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,"1,141",84,38,7.40%,416,264,160,92,87,38,23,3,4,4,6,2,4,38,,180,171,"2,805"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2,Computed Tomography,"1,164",33,3,2.80%,428,245,158,143,111,46,9,6,3,6,6,0,0,3,,299,"4,686","2,993"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,"5,748",117,2,2.00%,"1,474","1,143",933,859,752,470,78,27,5,2,0,2,1,2,,681,382,"6,359"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,4,Barium Enema,67,0,0,0.00%,27,16,12,8,3,1,0,0,0,0,0,0,0,0,,3,3,91
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,5,DEXA Scan,435,0,0,0.00%,104,89,48,77,68,49,0,0,0,0,0,0,0,0,,301,0,315
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,59,0,0,0.00%,19,11,15,5,7,2,0,0,0,0,0,0,0,0,,0,0,393
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,7,Cardiology - Echocardiography,629,8,1,1.30%,143,130,129,84,67,68,4,1,1,1,0,0,0,1,,0,0,976
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,9,Neurophysiology - Peripheral Neurophysiology,99,1,0,1.00%,38,29,8,11,10,2,1,0,0,0,0,0,0,0,,0,0,189
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,10,Respiratory physiology - Sleep Studies,89,6,1,6.70%,13,8,18,7,25,12,2,1,2,0,0,0,0,1,,0,0,312
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,11,Urodynamics - Pressures & Flows,68,13,3,19.10%,18,8,6,9,9,5,2,2,5,0,0,1,0,3,,0,0,67
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,12,Colonoscopy,466,24,2,5.20%,194,70,70,30,46,32,5,11,5,0,1,0,0,2,,42,6,424
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,13,Flexi Sigmoidoscopy,171,6,2,3.50%,47,33,35,18,23,9,2,0,2,0,0,0,0,2,,3,15,133
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,14,Cystoscopy,308,52,9,16.90%,64,56,39,48,26,23,18,7,4,9,1,3,1,9,,4,27,477
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,15,Gastroscopy,467,12,1,2.60%,124,114,68,57,57,35,5,2,3,1,0,0,0,1,,27,32,689
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,16,Total,"10,911",356,62,3.30%,"3,109","2,216","1,699","1,448","1,291",792,149,60,34,23,14,8,6,62,,"1,540","5,322","16,223"
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,1,Magnetic Resonance Imaging,34,0,0,0.00%,18,16,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,74
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,2,Computed Tomography,4,0,0,0.00%,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,3,Non-obstetric Ultrasound,23,0,0,0.00%,8,4,7,1,1,2,0,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,12,Colonoscopy,9,0,0,0.00%,4,2,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,13,Flexi Sigmoidoscopy,1,0,0,0.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,14,Cystoscopy,10,0,0,0.00%,2,2,2,2,2,0,0,0,0,0,0,0,0,0,,0,0,9
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,15,Gastroscopy,17,0,0,0.00%,2,5,2,4,4,0,0,0,0,0,0,0,0,0,,0,0,23
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,16,Total,98,0,0,0.00%,38,30,11,8,9,2,0,0,0,0,0,0,0,0,,0,0,133
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,1,Magnetic Resonance Imaging,18,1,0,5.60%,13,1,1,1,1,0,1,0,0,0,0,0,0,0,,0,0,163
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,2,Computed Tomography,8,0,0,0.00%,4,2,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,66
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,3,Non-obstetric Ultrasound,84,4,0,4.80%,21,19,18,13,6,3,3,1,0,0,0,0,0,0,,0,0,102
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,4,Barium Enema,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,5,DEXA Scan,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,14
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,12,Colonoscopy,5,1,0,20.00%,3,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,10
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,13,Flexi Sigmoidoscopy,3,0,0,0.00%,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,10
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,14,Cystoscopy,3,0,0,0.00%,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,15,Gastroscopy,12,0,0,0.00%,5,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,18
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,16,Total,133,6,0,4.50%,51,29,21,15,8,3,4,2,0,0,0,0,0,0,,0,0,387
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,1,Magnetic Resonance Imaging,"2,113",2,0,0.10%,610,416,383,360,255,87,0,1,0,1,0,0,0,0,,77,303,"2,031"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,2,Computed Tomography,996,2,0,0.20%,473,174,106,100,91,50,2,0,0,0,0,0,0,0,,167,"2,088","1,337"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,3,Non-obstetric Ultrasound,"7,887","1,095",0,13.90%,"1,732","1,231","1,205","1,065",861,698,542,358,103,67,20,5,0,0,,390,698,"4,055"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,5,DEXA Scan,482,0,0,0.00%,149,94,64,90,84,1,0,0,0,0,0,0,0,0,,26,3,291
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,6,Audiology - Audiology Assessments,"1,071",261,21,24.40%,194,79,189,77,158,113,70,73,35,21,16,14,11,21,,0,0,610
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,7,Cardiology - Echocardiography,"1,351",249,5,18.40%,194,228,202,179,156,143,152,78,9,2,2,1,0,5,,67,299,625
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,109,0,0,0.00%,37,43,23,6,0,0,0,0,0,0,0,0,0,0,,0,0,167
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,10,Respiratory physiology - Sleep Studies,15,0,0,0.00%,5,2,1,5,2,0,0,0,0,0,0,0,0,0,,0,0,14
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,11,Urodynamics - Pressures & Flows,46,14,7,30.40%,3,4,1,13,2,9,0,1,0,2,1,3,0,7,,0,0,12
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,12,Colonoscopy,202,20,4,9.90%,38,61,33,20,16,14,9,3,2,1,1,0,0,4,,45,1,348
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,13,Flexi Sigmoidoscopy,119,11,1,9.20%,18,25,26,15,15,9,4,3,3,0,0,0,0,1,,10,2,125
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,14,Cystoscopy,249,83,46,33.30%,53,27,34,23,20,9,11,7,4,5,3,5,2,46,,32,0,161
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,15,Gastroscopy,203,33,7,16.30%,34,55,19,22,21,19,6,8,5,2,3,1,1,7,,10,8,409
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,16,Total,"14,843","1,770",91,11.90%,"3,540","2,439","2,286","1,975","1,681","1,152",796,532,161,101,46,29,14,91,,824,"3,402","10,185"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,1,Magnetic Resonance Imaging,"1,441",38,5,2.60%,426,297,219,217,190,54,21,5,3,0,2,0,2,5,,140,180,"2,009"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,2,Computed Tomography,586,4,1,0.70%,327,137,64,36,14,4,1,1,0,1,0,0,0,1,,226,"3,010","1,628"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,3,Non-obstetric Ultrasound,"7,496",96,4,1.30%,"1,522","1,452","1,390","1,293","1,175",568,58,16,7,5,4,1,1,4,,310,415,"5,530"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,5,DEXA Scan,392,5,0,1.30%,88,89,77,90,29,14,4,0,0,1,0,0,0,0,,23,6,397
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,6,Audiology - Audiology Assessments,402,51,33,12.70%,61,79,72,61,68,10,6,0,4,2,2,2,2,33,,8,0,"1,318"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,7,Cardiology - Echocardiography,995,179,2,18.00%,104,114,106,193,177,122,113,59,3,2,0,0,0,2,,128,453,739
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,221,1,0,0.50%,53,42,43,32,36,14,0,1,0,0,0,0,0,0,,5,41,239
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,11,Urodynamics - Pressures & Flows,157,98,48,62.40%,10,19,9,8,6,7,18,5,7,6,6,4,4,48,,7,106,66
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,12,Colonoscopy,456,103,11,22.60%,102,93,55,36,42,25,26,14,12,9,9,10,12,11,,48,4,315
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,13,Flexi Sigmoidoscopy,138,24,5,17.40%,18,28,24,23,11,10,6,4,6,2,0,1,0,5,,10,6,74
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,14,Cystoscopy,203,93,31,45.80%,42,22,18,8,12,8,24,4,6,8,5,11,4,31,,96,69,165
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,15,Gastroscopy,503,89,17,17.70%,95,99,88,63,35,34,23,8,17,9,6,3,6,17,,40,29,453
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,16,Total,"12,990",781,157,6.00%,"2,848","2,471","2,165","2,060","1,795",870,300,117,65,45,34,32,31,157,,"1,041","4,319","12,933"
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,1,Magnetic Resonance Imaging,"1,108",511,383,46.10%,133,112,120,94,93,45,44,23,25,8,4,9,15,383,,634,8,560
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,2,Computed Tomography,127,5,0,3.90%,33,32,23,12,12,10,3,1,0,0,1,0,0,0,,59,2,151
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,3,Non-obstetric Ultrasound,556,24,3,4.30%,163,84,99,84,72,30,7,9,1,1,3,0,0,3,,577,23,323
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,4,Barium Enema,16,0,0,0.00%,4,4,7,0,0,1,0,0,0,0,0,0,0,0,,2,0,12
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,5,DEXA Scan,38,1,0,2.60%,11,7,13,2,3,1,0,0,0,1,0,0,0,0,,51,0,29
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,6,Audiology - Audiology Assessments,76,22,4,28.90%,11,6,10,9,6,12,7,3,2,1,2,1,2,4,,0,0,413
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,7,Cardiology - Echocardiography,163,10,1,6.10%,54,38,20,26,11,4,2,1,0,1,3,1,1,1,,234,"1,070",197
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,8,Cardiology - Electrophysiology,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,9,Neurophysiology - Peripheral Neurophysiology,35,1,0,2.90%,10,12,8,4,0,0,1,0,0,0,0,0,0,0,,18,0,58
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,10,Respiratory physiology - Sleep Studies,218,103,7,47.20%,20,15,27,18,15,20,27,20,17,13,10,6,3,7,,53,0,110
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,11,Urodynamics - Pressures & Flows,19,5,0,26.30%,3,3,3,2,3,0,2,1,0,1,0,0,1,0,,67,0,20
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,12,Colonoscopy,22,5,1,22.70%,4,3,6,0,3,1,3,0,0,1,0,0,0,1,,4,0,14
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,13,Flexi Sigmoidoscopy,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,14,Cystoscopy,2,1,1,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,5
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,15,Gastroscopy,56,18,3,32.10%,8,8,6,6,4,6,8,3,2,1,0,1,0,3,,13,2,64
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,16,Total,"2,436",706,403,29.00%,455,324,342,257,222,130,104,61,47,28,23,18,22,403,,"1,713","1,105","1,957"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,1,Magnetic Resonance Imaging,"5,253","1,201",210,22.90%,"1,099",804,639,649,514,347,270,253,135,122,88,94,29,210,,"1,193",363,"6,417"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,2,Computed Tomography,"2,459",506,146,20.60%,584,434,371,265,196,103,91,66,42,61,32,41,27,146,,"1,296","2,141","3,747"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,3,Non-obstetric Ultrasound,"2,654",230,75,8.70%,"1,078",622,335,196,130,63,65,28,30,15,9,3,5,75,,564,886,"8,289"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,4,Barium Enema,81,10,7,12.30%,31,19,10,8,2,1,0,1,1,0,0,0,1,7,,3,13,88
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,5,DEXA Scan,657,3,0,0.50%,174,145,116,122,89,8,0,0,0,2,1,0,0,0,,82,4,511
