Regional Team Code,Regional Team Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks , 0 <01 weeks , 01 <02 weeks , 02 <03 weeks , 03 <04 weeks , 04 <05 weeks , 05 <06 weeks , 06 <07 weeks , 07 <08 weeks , 08 <09 weeks , 09 <10 weeks , 10 <11 weeks , 11 <12 weeks , 12 <13 weeks , 13+ weeks ,, Planned tests / procedures , Unscheduled tests / procedures , Waiting list tests / procedures (excluding planned) 
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",13,Flexi Sigmoidoscopy,111,1,0,0.90%,17,26,17,23,19,8,0,1,0,0,0,0,0,0,,40,0,90
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",14,Cystoscopy,31,6,1,19.40%,2,8,9,2,2,2,3,1,0,0,0,0,1,1,,16,0,36
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",15,Gastroscopy,478,6,0,1.30%,66,132,98,59,72,45,4,0,1,0,1,0,0,0,,86,0,367
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",16,Total,"9,738",284,63,2.90%,"2,677","2,131","1,984","1,468",796,398,71,49,35,20,21,13,12,63,,"1,496","4,816","22,018"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,1,Magnetic Resonance Imaging,"8,299","2,870",756,34.60%,"1,200","1,142",927,844,727,589,467,370,311,229,298,232,207,756,,722,"1,763","3,581"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,2,Computed Tomography,"3,314",152,5,4.60%,951,731,551,417,289,223,46,48,34,6,4,5,4,5,,839,"5,428","5,708"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,3,Non-obstetric Ultrasound,"16,188","1,356",311,8.40%,"3,164","2,875","2,582","2,428","2,034","1,749",317,264,144,109,90,67,54,311,,"1,039","3,787","11,023"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,5,DEXA Scan,"2,133","1,111",453,52.10%,168,190,191,177,146,150,109,96,114,72,87,84,96,453,,49,42,453
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,6,Audiology - Audiology Assessments,"2,859","1,347","1,119",47.10%,316,266,231,269,259,171,38,35,33,26,32,29,35,"1,119",,96,0,"1,170"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,7,Cardiology - Echocardiography,"1,637",76,76,4.60%,424,300,301,268,169,99,0,0,0,0,0,0,0,76,,"1,644","1,633","1,536"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,8,Cardiology - Electrophysiology,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,10
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,201,142,97,70.60%,10,14,21,6,2,6,4,3,5,11,7,6,9,97,,6,2,269
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,10,Respiratory physiology - Sleep Studies,58,1,0,1.70%,11,19,6,6,4,11,0,1,0,0,0,0,0,0,,"1,070",4,167
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,11,Urodynamics - Pressures & Flows,248,93,43,37.50%,40,46,26,11,10,22,7,9,3,3,7,15,6,43,,14,0,9
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,12,Colonoscopy,776,145,87,18.70%,138,156,105,87,89,56,10,7,3,10,14,4,10,87,,38,8,527
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,13,Flexi Sigmoidoscopy,228,64,36,28.10%,35,44,29,21,22,13,7,8,1,0,7,2,3,36,,8,25,182
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,14,Cystoscopy,666,386,233,58.00%,64,50,44,52,32,38,26,11,19,11,20,40,26,233,,19,20,126
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,15,Gastroscopy,"1,087",317,189,29.20%,197,186,103,110,90,84,32,17,11,20,26,13,9,189,,45,76,890
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,16,Total,"37,694","8,060","3,405",21.40%,"6,718","6,019","5,117","4,696","3,873","3,211","1,063",869,678,497,592,497,459,"3,405",,"5,589","12,789","25,651"
Y56,London Commissioning Region,ADW,Beehive Solutions Ltd,3,Non-obstetric Ultrasound,133,0,0,0.00%,18,21,28,30,36,0,0,0,0,0,0,0,0,0,,"1,659",5,12
Y56,London Commissioning Region,ADW,Beehive Solutions Ltd,16,Total,133,0,0,0.00%,18,21,28,30,36,0,0,0,0,0,0,0,0,0,,"1,659",5,12
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,1,Magnetic Resonance Imaging,27,0,0,0.00%,8,9,6,4,0,0,0,0,0,0,0,0,0,0,,0,0,93
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,3,Non-obstetric Ultrasound,20,1,0,5.00%,8,3,5,2,1,0,1,0,0,0,0,0,0,0,,0,0,14
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,14,Cystoscopy,1,0,0,0.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,7
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,16,Total,48,1,0,2.10%,16,12,12,6,1,0,1,0,0,0,0,0,0,0,,0,0,114
Y56,London Commissioning Region,NT406,Blackheath Hospital,1,Magnetic Resonance Imaging,24,0,0,0.00%,15,8,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,69
Y56,London Commissioning Region,NT406,Blackheath Hospital,2,Computed Tomography,1,0,0,0.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT406,Blackheath Hospital,3,Non-obstetric Ultrasound,22,0,0,0.00%,9,7,4,2,0,0,0,0,0,0,0,0,0,0,,0,0,32
Y56,London Commissioning Region,NT406,Blackheath Hospital,12,Colonoscopy,7,0,0,0.00%,2,1,0,3,1,0,0,0,0,0,0,0,0,0,,0,0,5
Y56,London Commissioning Region,NT406,Blackheath Hospital,13,Flexi Sigmoidoscopy,3,0,0,0.00%,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT406,Blackheath Hospital,14,Cystoscopy,10,0,0,0.00%,2,4,1,3,0,0,0,0,0,0,0,0,0,0,,0,0,8
Y56,London Commissioning Region,NT406,Blackheath Hospital,15,Gastroscopy,15,0,0,0.00%,5,4,1,5,0,0,0,0,0,0,0,0,0,0,,0,0,9
Y56,London Commissioning Region,NT406,Blackheath Hospital,16,Total,82,0,0,0.00%,36,24,6,14,2,0,0,0,0,0,0,0,0,0,,0,0,136
Y56,London Commissioning Region,NQV,Bromley Healthcare,6,Audiology - Audiology Assessments,125,2,0,1.60%,30,29,34,15,9,6,2,0,0,0,0,0,0,0,,58,0,114
Y56,London Commissioning Region,NQV,Bromley Healthcare,16,Total,125,2,0,1.60%,30,29,34,15,9,6,2,0,0,0,0,0,0,0,,58,0,114
Y56,London Commissioning Region,NT451,Cavell Hospital,1,Magnetic Resonance Imaging,6,1,0,16.70%,3,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,24
Y56,London Commissioning Region,NT451,Cavell Hospital,2,Computed Tomography,4,0,0,0.00%,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,19
Y56,London Commissioning Region,NT451,Cavell Hospital,3,Non-obstetric Ultrasound,6,1,0,16.70%,3,2,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,8
Y56,London Commissioning Region,NT451,Cavell Hospital,7,Cardiology - Echocardiography,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT451,Cavell Hospital,12,Colonoscopy,6,0,0,0.00%,1,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,31
Y56,London Commissioning Region,NT451,Cavell Hospital,13,Flexi Sigmoidoscopy,2,0,0,0.00%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT451,Cavell Hospital,14,Cystoscopy,10,0,0,0.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3
Y56,London Commissioning Region,NT451,Cavell Hospital,15,Gastroscopy,10,0,0,0.00%,5,3,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,31
Y56,London Commissioning Region,NT451,Cavell Hospital,16,Total,44,2,0,4.50%,24,13,3,1,1,0,1,0,1,0,0,0,0,0,,0,0,120
Y56,London Commissioning Region,RV3,Central and North West London NHS Foundation Trust,6,Audiology - Audiology Assessments,121,0,0,0.00%,24,50,27,12,3,5,0,0,0,0,0,0,0,0,,0,0,136
Y56,London Commissioning Region,RV3,Central and North West London NHS Foundation Trust,16,Total,121,0,0,0.00%,24,50,27,12,3,5,0,0,0,0,0,0,0,0,,0,0,136
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,"2,554",648,285,25.40%,509,418,342,267,249,121,59,60,71,40,57,42,34,285,,265,199,"3,063"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2,Computed Tomography,"1,367",7,0,0.50%,437,310,276,152,136,49,3,3,0,1,0,0,0,0,,250,"4,572","3,107"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,"4,676",77,30,1.60%,"1,104","1,002",874,641,638,340,12,7,13,6,1,7,1,30,,786,354,"6,280"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,4,Barium Enema,81,0,0,0.00%,22,22,11,12,8,6,0,0,0,0,0,0,0,0,,1,2,103
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,5,DEXA Scan,709,0,0,0.00%,154,129,138,115,114,59,0,0,0,0,0,0,0,0,,206,0,337
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,45,0,0,0.00%,18,10,7,7,3,0,0,0,0,0,0,0,0,0,,0,0,424
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,7,Cardiology - Echocardiography,561,15,8,2.70%,100,86,97,107,93,63,1,2,3,0,1,0,0,8,,0,0,907
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,9,Neurophysiology - Peripheral Neurophysiology,165,0,0,0.00%,54,26,28,19,17,21,0,0,0,0,0,0,0,0,,0,0,178
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,10,Respiratory physiology - Sleep Studies,91,1,0,1.10%,22,15,11,20,11,11,1,0,0,0,0,0,0,0,,0,0,323
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,11,Urodynamics - Pressures & Flows,104,46,37,44.20%,14,14,5,12,7,6,3,0,1,0,2,0,3,37,,0,0,43
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,12,Colonoscopy,492,31,9,6.30%,166,110,73,45,48,19,5,4,9,2,0,1,1,9,,64,8,422
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,13,Flexi Sigmoidoscopy,162,7,0,4.30%,44,38,29,20,17,7,1,1,2,1,2,0,0,0,,10,13,168
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,14,Cystoscopy,338,63,48,18.60%,90,74,61,17,20,13,7,3,1,2,1,0,1,48,,14,27,414
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,15,Gastroscopy,469,20,11,4.30%,143,94,59,55,49,49,3,1,2,0,2,1,0,11,,33,37,651
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,16,Total,"11,814",915,428,7.70%,"2,877","2,348","2,011","1,489","1,410",764,95,81,102,52,66,51,40,428,,"1,629","5,212","16,420"
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,1,Magnetic Resonance Imaging,18,0,0,0.00%,9,8,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,53
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,2,Computed Tomography,2,0,0,0.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,15
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,3,Non-obstetric Ultrasound,13,0,0,0.00%,6,6,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,9
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,12,Colonoscopy,2,0,0,0.00%,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,3
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,13,Flexi Sigmoidoscopy,1,0,0,0.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,14,Cystoscopy,2,0,0,0.00%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,13
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,15,Gastroscopy,4,0,0,0.00%,1,0,1,0,2,0,0,0,0,0,0,0,0,0,,0,0,9
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,16,Total,42,0,0,0.00%,19,15,4,2,2,0,0,0,0,0,0,0,0,0,,0,0,104
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,1,Magnetic Resonance Imaging,5,0,0,0.00%,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,130
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,2,Computed Tomography,4,0,0,0.00%,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,41
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,3,Non-obstetric Ultrasound,40,2,0,5.00%,19,4,7,6,2,0,1,1,0,0,0,0,0,0,,0,0,108
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,4,Barium Enema,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,5,DEXA Scan,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,12,Colonoscopy,1,0,0,0.00%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,10
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,13,Flexi Sigmoidoscopy,1,0,0,0.00%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,9
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,14,Cystoscopy,3,0,0,0.00%,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,15,Gastroscopy,5,0,0,0.00%,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,26
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,16,Total,59,2,0,3.40%,32,10,7,6,2,0,1,1,0,0,0,0,0,0,,0,0,344
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,1,Magnetic Resonance Imaging,"1,539",0,0,0.00%,521,301,335,293,73,16,0,0,0,0,0,0,0,0,,60,327,"1,984"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,2,Computed Tomography,924,108,34,11.70%,418,171,105,68,38,16,14,10,15,11,6,11,7,34,,184,"1,863","1,153"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,3,Non-obstetric Ultrasound,"5,638",515,0,9.10%,"1,517","1,050",877,667,638,374,224,190,96,5,0,0,0,0,,323,799,"5,243"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,5,DEXA Scan,455,1,0,0.20%,130,89,72,68,55,40,1,0,0,0,0,0,0,0,,31,1,291
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,6,Audiology - Audiology Assessments,"1,720","1,007",440,58.50%,94,136,118,132,120,113,149,87,64,56,75,59,77,440,,0,0,399
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,7,Cardiology - Echocardiography,688,6,0,0.90%,181,207,189,91,6,8,4,1,1,0,0,0,0,0,,91,330,770
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,106,0,0,0.00%,24,35,44,3,0,0,0,0,0,0,0,0,0,0,,0,0,290
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,10,Respiratory physiology - Sleep Studies,9,0,0,0.00%,0,8,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,33
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,11,Urodynamics - Pressures & Flows,36,1,1,2.80%,2,22,5,4,0,2,0,0,0,0,0,0,0,1,,0,0,22
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,12,Colonoscopy,320,83,8,25.90%,27,76,40,39,23,32,20,11,10,9,15,5,5,8,,37,0,324
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,13,Flexi Sigmoidoscopy,209,62,8,29.70%,11,42,27,33,14,20,11,9,10,10,5,4,5,8,,7,6,136
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,14,Cystoscopy,210,86,65,41.00%,25,10,29,45,12,3,3,4,3,2,4,2,3,65,,37,2,133
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,15,Gastroscopy,335,149,38,44.50%,7,32,41,29,42,35,23,14,26,13,17,10,8,38,,15,12,437
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,16,Total,"12,189","2,018",594,16.60%,"2,957","2,179","1,883","1,472","1,021",659,449,326,225,106,122,91,105,594,,785,"3,340","11,215"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,1,Magnetic Resonance Imaging,695,1,1,0.10%,372,191,92,31,7,1,0,0,0,0,0,0,0,1,,129,218,"1,560"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,2,Computed Tomography,562,3,0,0.50%,350,119,54,21,14,1,1,1,1,0,0,0,0,0,,172,"3,078","1,537"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,3,Non-obstetric Ultrasound,"6,211",12,1,0.20%,"1,386","1,256","1,139","1,061",942,415,2,3,2,1,3,0,0,1,,418,541,"5,785"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,5,DEXA Scan,382,2,0,0.50%,89,98,88,64,37,4,2,0,0,0,0,0,0,0,,18,9,455
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,6,Audiology - Audiology Assessments,271,25,17,9.20%,79,62,37,58,6,4,0,4,0,1,0,2,1,17,,6,0,"1,661"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,7,Cardiology - Echocardiography,"1,335",317,5,23.70%,114,160,188,202,179,175,151,80,73,1,2,3,2,5,,166,473,925
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,184,2,0,1.10%,53,41,42,26,17,3,2,0,0,0,0,0,0,0,,9,45,275
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,11,Urodynamics - Pressures & Flows,166,81,49,48.80%,8,20,16,13,12,16,5,11,5,1,2,4,4,49,,9,92,63
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,12,Colonoscopy,355,36,5,10.10%,108,69,55,40,27,20,11,7,8,3,0,0,2,5,,61,3,359
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,13,Flexi Sigmoidoscopy,100,11,3,11.00%,18,20,26,13,7,5,3,2,2,1,0,0,0,3,,11,4,87
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,14,Cystoscopy,228,93,58,40.80%,55,23,21,21,8,7,10,10,4,0,1,3,7,58,,78,31,157
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,15,Gastroscopy,288,33,14,11.50%,55,76,52,29,22,21,9,4,3,1,0,2,0,14,,44,39,441
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,16,Total,"10,777",616,153,5.70%,"2,687","2,135","1,810","1,579","1,278",672,196,122,98,9,8,14,16,153,,"1,121","4,533","13,305"
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,1,Magnetic Resonance Imaging,"1,226",669,520,54.60%,152,112,90,80,88,35,43,27,35,9,12,11,12,520,,710,1,653
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,2,Computed Tomography,116,7,0,6.00%,40,15,20,20,10,4,1,1,3,0,0,1,1,0,,72,2,143
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,3,Non-obstetric Ultrasound,409,10,3,2.40%,121,86,75,46,34,37,4,1,1,0,0,1,0,3,,720,23,368
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,4,Barium Enema,11,0,0,0.00%,1,3,4,1,1,1,0,0,0,0,0,0,0,0,,2,1,14
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,5,DEXA Scan,33,0,0,0.00%,7,4,8,6,2,6,0,0,0,0,0,0,0,0,,62,0,27
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,6,Audiology - Audiology Assessments,65,9,0,13.80%,15,14,11,4,8,4,2,3,2,0,0,2,0,0,,0,0,655
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,7,Cardiology - Echocardiography,298,141,95,47.30%,35,46,26,19,18,13,11,10,8,8,5,2,2,95,,289,"1,202",165
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,8,Cardiology - Electrophysiology,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,9,Neurophysiology - Peripheral Neurophysiology,24,0,0,0.00%,6,10,3,5,0,0,0,0,0,0,0,0,0,0,,21,0,32
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,10,Respiratory physiology - Sleep Studies,296,130,18,43.90%,35,27,27,21,26,30,16,20,21,23,10,12,10,18,,73,0,82
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,11,Urodynamics - Pressures & Flows,30,8,1,26.70%,7,3,3,6,2,1,0,0,4,0,3,0,0,1,,94,0,26
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,12,Colonoscopy,12,2,0,16.70%,3,5,0,2,0,0,1,0,1,0,0,0,0,0,,0,0,15
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,13,Flexi Sigmoidoscopy,4,0,0,0.00%,0,0,1,2,0,1,0,0,0,0,0,0,0,0,,0,0,0
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,14,Cystoscopy,3,2,1,66.70%,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,2,0,0
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,15,Gastroscopy,39,11,1,28.20%,5,11,5,2,4,1,2,4,2,2,0,0,0,1,,8,0,56
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,16,Total,"2,566",989,639,38.50%,427,336,273,214,193,134,81,66,77,42,30,29,25,639,,"2,053","1,229","2,237"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,1,Magnetic Resonance Imaging,"9,218","4,184","1,522",45.40%,"1,170",961,835,804,688,576,524,505,452,241,304,299,337,"1,522",,"1,050",405,"6,016"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,2,Computed Tomography,"3,658","1,157",382,31.60%,650,512,445,405,265,224,183,152,143,73,78,94,52,382,,"1,072","2,404","3,867"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,3,Non-obstetric Ultrasound,"10,820","5,759","2,448",53.20%,"1,193",838,817,781,724,708,620,585,508,346,431,427,394,"2,448",,589,877,"7,441"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,4,Barium Enema,63,18,13,28.60%,19,10,6,6,0,4,2,1,0,0,2,0,0,13,,4,5,80
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,5,DEXA Scan,535,13,1,2.40%,137,114,112,71,59,29,7,1,2,0,2,0,0,1,,95,3,567
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,6,Audiology - Audiology Assessments,947,188,34,19.90%,188,139,131,146,82,73,57,31,17,13,16,10,10,34,,635,5,682
