Regional Team Code,Regional Team Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks , 0 <01 weeks , 01 <02 weeks , 02 <03 weeks , 03 <04 weeks , 04 <05 weeks , 05 <06 weeks , 06 <07 weeks , 07 <08 weeks , 08 <09 weeks , 09 <10 weeks , 10 <11 weeks , 11 <12 weeks , 12 <13 weeks , 13+ weeks ,, Planned tests / procedures , Unscheduled tests / procedures , Waiting list tests / procedures (excluding planned) 
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",14,Cystoscopy,47,9,5,19.10%,6,9,10,6,3,4,2,0,0,1,1,0,0,5,,20,0,31
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",15,Gastroscopy,446,8,1,1.80%,84,148,65,67,51,23,4,2,0,0,0,1,0,1,,70,0,415
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",16,Total,"11,235",497,74,4.40%,"2,510","3,007","2,445","1,526",813,437,179,110,46,21,19,14,34,74,,"1,349","4,785","21,369"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,1,Magnetic Resonance Imaging,"5,987","1,272",248,21.20%,891,"1,137",883,655,673,476,282,236,130,112,107,87,70,248,,623,"1,867","3,206"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,2,Computed Tomography,"3,977",609,67,15.30%,856,804,612,404,420,272,100,109,52,76,65,82,58,67,,999,"5,384","5,415"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,3,Non-obstetric Ultrasound,"20,734","5,061","1,195",24.40%,"2,689","3,252","2,797","2,156","2,612","2,167",728,535,449,473,636,556,489,"1,195",,"1,014","4,019","12,857"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,5,DEXA Scan,"1,940",765,59,39.40%,104,275,268,129,234,165,105,100,112,87,106,120,76,59,,37,39,371
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,6,Audiology - Audiology Assessments,"2,525","1,680","1,083",66.50%,163,147,156,109,132,138,104,95,64,51,116,84,83,"1,083",,191,198,"1,021"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,7,Cardiology - Echocardiography,"1,242",13,9,1.00%,311,249,216,149,194,110,0,0,0,2,2,0,0,9,,"1,464","1,637","1,341"
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,8,Cardiology - Electrophysiology,1,0,0,0.00%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,262,202,152,77.10%,13,11,3,9,9,15,7,8,4,12,9,6,4,152,,11,0,153
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,10,Respiratory physiology - Sleep Studies,126,3,3,2.40%,9,19,19,23,23,30,0,0,0,0,0,0,0,3,,849,2,139
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,11,Urodynamics - Pressures & Flows,185,49,39,26.50%,33,62,29,4,4,4,1,1,2,4,1,0,1,39,,25,0,12
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,12,Colonoscopy,"1,109",53,14,4.80%,163,210,241,199,158,85,4,10,5,6,3,8,3,14,,32,5,492
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,13,Flexi Sigmoidoscopy,230,47,11,20.40%,31,27,32,23,34,36,11,3,3,4,2,7,6,11,,5,16,175
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,14,Cystoscopy,584,331,201,56.70%,37,60,46,36,54,20,32,15,8,12,36,21,6,201,,18,10,86
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,15,Gastroscopy,"1,002",243,35,24.30%,115,141,152,134,122,95,42,19,18,22,19,34,54,35,,24,42,835
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,16,Total,"39,904","10,328","3,116",25.90%,"5,415","6,395","5,454","4,030","4,669","3,613","1,416","1,131",847,861,"1,102","1,005",850,"3,116",,"5,292","13,219","26,106"
Y56,London Commissioning Region,ADW,Beehive Solutions Ltd,3,Non-obstetric Ultrasound,131,0,0,0.00%,13,23,26,31,38,0,0,0,0,0,0,0,0,0,,"1,638",0,19
Y56,London Commissioning Region,ADW,Beehive Solutions Ltd,16,Total,131,0,0,0.00%,13,23,26,31,38,0,0,0,0,0,0,0,0,0,,"1,638",0,19
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,1,Magnetic Resonance Imaging,15,0,0,0.00%,8,3,3,1,0,0,0,0,0,0,0,0,0,0,,0,0,123
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,3,Non-obstetric Ultrasound,12,0,0,0.00%,6,4,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,14
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,5,DEXA Scan,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,14,Cystoscopy,1,0,0,0.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,NT405,Bishops Wood Hospital,16,Total,28,0,0,0.00%,15,7,4,2,0,0,0,0,0,0,0,0,0,0,,0,0,139
Y56,London Commissioning Region,NT406,Blackheath Hospital,1,Magnetic Resonance Imaging,29,0,0,0.00%,20,6,1,1,0,1,0,0,0,0,0,0,0,0,,0,0,90
Y56,London Commissioning Region,NT406,Blackheath Hospital,2,Computed Tomography,3,0,0,0.00%,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,18
Y56,London Commissioning Region,NT406,Blackheath Hospital,3,Non-obstetric Ultrasound,28,3,0,10.70%,12,9,1,2,1,0,3,0,0,0,0,0,0,0,,0,0,50
Y56,London Commissioning Region,NT406,Blackheath Hospital,12,Colonoscopy,11,0,0,0.00%,2,5,1,3,0,0,0,0,0,0,0,0,0,0,,0,0,6
Y56,London Commissioning Region,NT406,Blackheath Hospital,13,Flexi Sigmoidoscopy,7,0,0,0.00%,1,0,3,0,1,2,0,0,0,0,0,0,0,0,,0,0,10
Y56,London Commissioning Region,NT406,Blackheath Hospital,14,Cystoscopy,12,0,0,0.00%,3,6,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,10
Y56,London Commissioning Region,NT406,Blackheath Hospital,15,Gastroscopy,15,0,0,0.00%,4,9,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,8
Y56,London Commissioning Region,NT406,Blackheath Hospital,16,Total,105,3,0,2.90%,44,36,11,6,2,3,3,0,0,0,0,0,0,0,,0,0,192
Y56,London Commissioning Region,NQV,Bromley Healthcare,6,Audiology - Audiology Assessments,197,55,0,27.90%,19,34,18,17,30,24,26,11,1,1,7,9,0,0,,28,0,108
Y56,London Commissioning Region,NQV,Bromley Healthcare,16,Total,197,55,0,27.90%,19,34,18,17,30,24,26,11,1,1,7,9,0,0,,28,0,108
Y56,London Commissioning Region,NT451,Cavell Hospital,1,Magnetic Resonance Imaging,10,0,0,0.00%,7,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,22
Y56,London Commissioning Region,NT451,Cavell Hospital,2,Computed Tomography,3,0,0,0.00%,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,15
Y56,London Commissioning Region,NT451,Cavell Hospital,3,Non-obstetric Ultrasound,8,1,0,12.50%,4,2,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,7
Y56,London Commissioning Region,NT451,Cavell Hospital,12,Colonoscopy,11,0,0,0.00%,4,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,21
Y56,London Commissioning Region,NT451,Cavell Hospital,13,Flexi Sigmoidoscopy,3,1,0,33.30%,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,3
Y56,London Commissioning Region,NT451,Cavell Hospital,14,Cystoscopy,1,0,0,0.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0
Y56,London Commissioning Region,NT451,Cavell Hospital,15,Gastroscopy,25,1,0,4.00%,8,16,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,33
Y56,London Commissioning Region,NT451,Cavell Hospital,16,Total,61,3,0,4.90%,27,29,1,1,0,0,0,1,0,0,2,0,0,0,,0,0,101
Y56,London Commissioning Region,RV3,Central and North West London NHS Foundation Trust,6,Audiology - Audiology Assessments,147,7,0,4.80%,15,28,37,17,16,27,6,1,0,0,0,0,0,0,,0,0,209
Y56,London Commissioning Region,RV3,Central and North West London NHS Foundation Trust,16,Total,147,7,0,4.80%,15,28,37,17,16,27,6,1,0,0,0,0,0,0,,0,0,209
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,1,Magnetic Resonance Imaging,"4,317","2,096",751,48.60%,398,490,414,310,350,259,241,233,149,160,186,189,187,751,,221,194,"1,938"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,2,Computed Tomography,"1,078",96,28,8.90%,342,228,178,133,64,37,14,9,6,13,10,6,10,28,,229,"4,392","3,588"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,"4,065",95,1,2.30%,"1,103","1,051",873,688,189,66,50,9,7,9,8,9,2,1,,880,374,"6,421"
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,4,Barium Enema,74,0,0,0.00%,25,21,13,10,4,1,0,0,0,0,0,0,0,0,,0,1,122
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,5,DEXA Scan,328,0,0,0.00%,69,74,88,53,42,2,0,0,0,0,0,0,0,0,,251,0,317
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,66,2,0,3.00%,9,9,22,12,8,4,2,0,0,0,0,0,0,0,,0,0,920
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,7,Cardiology - Echocardiography,338,11,3,3.30%,79,78,49,37,38,46,1,2,1,4,0,0,0,3,,0,0,985
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,9,Neurophysiology - Peripheral Neurophysiology,27,0,0,0.00%,0,7,6,7,5,2,0,0,0,0,0,0,0,0,,0,0,162
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,10,Respiratory physiology - Sleep Studies,130,6,0,4.60%,21,37,24,11,20,11,2,4,0,0,0,0,0,0,,0,0,330
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,11,Urodynamics - Pressures & Flows,50,13,1,26.00%,13,5,11,3,5,0,2,4,1,2,3,0,0,1,,0,0,46
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,12,Colonoscopy,517,70,2,13.50%,134,123,58,48,53,31,20,16,4,14,8,5,1,2,,23,5,311
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,13,Flexi Sigmoidoscopy,50,5,0,10.00%,7,10,11,4,7,6,1,1,1,0,2,0,0,0,,13,14,120
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,14,Cystoscopy,193,14,1,7.30%,37,42,40,13,25,22,11,2,0,0,0,0,0,1,,14,16,362
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,15,Gastroscopy,472,17,3,3.60%,120,125,70,50,53,37,7,3,0,1,1,0,2,3,,16,35,531
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,16,Total,"11,705","2,425",790,20.70%,"2,357","2,300","1,857","1,379",863,524,351,283,169,203,218,209,202,790,,"1,647","5,031","16,153"
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,1,Magnetic Resonance Imaging,19,0,0,0.00%,14,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,68
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,2,Computed Tomography,1,0,0,0.00%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,3,Non-obstetric Ultrasound,11,0,0,0.00%,7,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,21
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,12,Colonoscopy,3,0,0,0.00%,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,4
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,13,Flexi Sigmoidoscopy,1,0,0,0.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,14,Cystoscopy,8,0,0,0.00%,1,3,1,3,0,0,0,0,0,0,0,0,0,0,,0,0,2
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,15,Gastroscopy,7,1,0,14.30%,1,4,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,6
Y56,London Commissioning Region,NT409,Chelsfield Park Hospital,16,Total,50,1,0,2.00%,24,16,1,7,0,1,1,0,0,0,0,0,0,0,,0,0,113
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,1,Magnetic Resonance Imaging,16,0,0,0.00%,9,2,2,2,1,0,0,0,0,0,0,0,0,0,,0,0,120
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,2,Computed Tomography,17,0,0,0.00%,7,6,0,3,1,0,0,0,0,0,0,0,0,0,,0,0,60
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,3,Non-obstetric Ultrasound,53,0,0,0.00%,33,5,10,2,3,0,0,0,0,0,0,0,0,0,,0,0,152
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,4,Barium Enema,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,5,DEXA Scan,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,12,Colonoscopy,8,0,0,0.00%,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,13,Flexi Sigmoidoscopy,8,0,0,0.00%,6,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,15
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,14,Cystoscopy,2,0,0,0.00%,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,15
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,15,Gastroscopy,10,0,0,0.00%,9,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,36
Y56,London Commissioning Region,NT411,Clementine Churchill Hospital,16,Total,114,0,0,0.00%,74,15,12,7,5,1,0,0,0,0,0,0,0,0,,0,0,421
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,1,Magnetic Resonance Imaging,"1,884",3,0,0.20%,463,391,319,182,360,166,1,2,0,0,0,0,0,0,,71,347,"2,138"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,2,Computed Tomography,"1,565",401,43,25.60%,464,201,152,89,130,128,66,56,71,70,84,6,5,43,,120,"1,981","1,236"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,3,Non-obstetric Ultrasound,"6,437","1,053",0,16.40%,"1,284","1,160",888,644,731,677,452,249,111,106,116,16,3,0,,238,842,"5,320"
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,5,DEXA Scan,452,0,0,0.00%,90,98,103,76,75,10,0,0,0,0,0,0,0,0,,25,2,318
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,6,Audiology - Audiology Assessments,"1,394",819,212,58.80%,59,86,105,70,170,85,133,64,43,91,81,104,91,212,,0,0,389
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,7,Cardiology - Echocardiography,689,2,0,0.30%,156,230,189,70,41,1,2,0,0,0,0,0,0,0,,99,313,634
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,240,0,0,0.00%,46,38,54,54,45,3,0,0,0,0,0,0,0,0,,0,0,206
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,10,Respiratory physiology - Sleep Studies,40,13,3,32.50%,3,3,4,8,9,0,1,3,5,1,0,0,0,3,,0,0,52
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,11,Urodynamics - Pressures & Flows,34,2,0,5.90%,5,10,9,7,0,1,1,1,0,0,0,0,0,0,,0,0,21
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,12,Colonoscopy,399,103,9,25.80%,53,76,66,27,38,36,30,23,12,6,6,14,3,9,,17,3,302
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,13,Flexi Sigmoidoscopy,189,57,4,30.20%,14,27,38,23,13,17,20,11,8,2,7,5,0,4,,4,5,92
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,14,Cystoscopy,318,109,68,34.30%,43,53,34,26,24,29,8,4,2,6,8,4,9,68,,45,1,111
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,15,Gastroscopy,416,136,17,32.70%,31,56,60,33,52,48,59,11,23,9,12,2,3,17,,11,11,331
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,16,Total,"14,057","2,698",356,19.20%,"2,711","2,429","2,021","1,309","1,688","1,201",773,424,275,291,314,151,114,356,,630,"3,505","11,150"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,1,Magnetic Resonance Imaging,684,4,0,0.60%,330,231,80,28,7,4,3,1,0,0,0,0,0,0,,125,204,"1,786"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,2,Computed Tomography,717,3,0,0.40%,316,223,112,41,16,6,1,1,0,1,0,0,0,0,,286,"2,758","1,591"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,3,Non-obstetric Ultrasound,"7,017",59,1,0.80%,"1,261","1,536","1,343","1,061","1,130",627,40,4,10,2,0,2,0,1,,308,446,"5,647"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,5,DEXA Scan,405,3,2,0.70%,78,104,83,72,44,21,0,0,0,0,1,0,0,2,,23,6,340
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,6,Audiology - Audiology Assessments,229,12,0,5.20%,70,37,37,28,26,19,2,2,5,1,2,0,0,0,,1,0,"1,488"
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,7,Cardiology - Echocardiography,"1,098",139,18,12.70%,83,206,232,159,167,112,61,12,12,14,9,6,7,18,,164,425,716
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,9,Neurophysiology - Peripheral Neurophysiology,197,2,1,1.00%,32,60,51,32,17,3,1,0,0,0,0,0,0,1,,4,53,231
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,11,Urodynamics - Pressures & Flows,185,96,61,51.90%,11,29,15,5,17,12,9,10,3,2,4,7,0,61,,6,74,69
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,12,Colonoscopy,307,20,5,6.50%,96,86,46,26,22,11,3,8,2,0,0,2,0,5,,64,2,333
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,13,Flexi Sigmoidoscopy,78,3,1,3.80%,16,25,10,8,9,7,0,1,0,0,0,1,0,1,,17,8,92
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,14,Cystoscopy,135,44,20,32.60%,30,27,17,3,5,9,5,4,5,6,2,0,2,20,,63,33,194
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,15,Gastroscopy,297,46,11,15.50%,80,82,44,18,19,8,5,6,6,6,4,7,1,11,,33,22,453
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,16,Total,"11,349",431,120,3.80%,"2,403","2,646","2,070","1,481","1,479",839,130,49,43,32,22,25,10,120,,"1,094","4,031","12,940"
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,1,Magnetic Resonance Imaging,688,205,17,29.80%,102,107,85,58,72,59,70,41,30,15,15,10,7,17,,566,5,467
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,2,Computed Tomography,122,16,1,13.10%,30,31,18,12,12,3,7,3,2,1,0,1,1,1,,56,1,146
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,3,Non-obstetric Ultrasound,397,17,1,4.30%,72,78,58,59,65,48,7,6,1,0,2,0,0,1,,509,19,361
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,4,Barium Enema,17,0,0,0.00%,3,8,2,1,1,2,0,0,0,0,0,0,0,0,,0,0,20
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,5,DEXA Scan,24,0,0,0.00%,2,8,6,0,7,1,0,0,0,0,0,0,0,0,,70,0,26
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,6,Audiology - Audiology Assessments,29,10,6,34.50%,10,1,2,3,2,1,0,2,1,0,0,1,0,6,,2,10,566
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,7,Cardiology - Echocardiography,125,4,1,3.20%,29,40,20,14,11,7,0,3,0,0,0,0,0,1,,285,"1,202",185
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,8,Cardiology - Electrophysiology,2,0,0,0.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,9,Neurophysiology - Peripheral Neurophysiology,25,0,0,0.00%,12,12,1,0,0,0,0,0,0,0,0,0,0,0,,5,0,23
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,10,Respiratory physiology - Sleep Studies,293,154,29,52.60%,27,30,17,14,26,25,26,17,12,18,18,18,16,29,,61,0,98
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,11,Urodynamics - Pressures & Flows,16,1,0,6.30%,1,3,1,4,4,2,1,0,0,0,0,0,0,0,,60,0,16
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,12,Colonoscopy,19,4,1,21.10%,4,5,1,2,3,0,1,1,0,1,0,0,0,1,,0,0,7
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,13,Flexi Sigmoidoscopy,1,1,0,100.00%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,14,Cystoscopy,7,0,0,0.00%,0,2,1,0,1,3,0,0,0,0,0,0,0,0,,4,0,1
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,15,Gastroscopy,46,11,1,23.90%,6,13,4,6,4,2,1,3,4,1,0,0,1,1,,13,0,68
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,16,Total,"1,811",423,57,23.40%,299,339,216,173,208,153,113,76,51,36,35,30,25,57,,"1,631","1,237","1,985"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,1,Magnetic Resonance Imaging,"10,223","5,574","2,903",54.50%,916,978,828,580,717,630,486,393,300,353,388,385,366,"2,903",,797,291,"4,913"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,2,Computed Tomography,"4,207","1,736",797,41.30%,604,586,467,283,299,232,188,174,121,106,135,115,100,797,,836,"1,580","3,431"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,3,Non-obstetric Ultrasound,"11,718","6,682","3,235",57.00%,977,"1,106",977,598,699,679,680,577,349,418,529,487,407,"3,235",,667,642,"5,831"
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,4,Barium Enema,70,11,3,15.70%,20,12,12,6,6,3,1,4,0,0,2,1,0,3,,4,2,80
